name,acres,lon,lat,reporter,cause
COVE,1965.0,-115.9659,42.9299,Boise District,Natural
PADDOCK,1953.0,-116.5843,44.1838,Boise District,Natural
RUBY LAKE,1917.0,-115.5,40.20333333,Humboldt-Toiyabe National Forest,Debris and open burning
MEADOW CR,1911.0,-111.7008,43.4999,Idaho Falls District,Debris and open burning
DANO,1906.0,-109.34333333,44.80166667,Shoshone National Forest,Natural
96-97,1900.0,-95.0002,36.0001,Cherokee Nation Tribe,Missing data/not specified/undetermined
SHEEPCREEK,1900.0,-117.6343,40.5499,Winnemucca District Office,Natural
TULE,1900.0,-118.0718,41.358,Winnemucca District Office,Equipment and vehicle use
GOLD Q #2,1899.0,-116.2834,40.9088,Elko District Office,Natural
BARTLETT,1871.1,-118.7194,43.7182,Burns District,Natural
CATLOW,1861.4,-119.1558,42.5302,Burns District,Natural
DUNMORE I,1855.0,-107.3515,45.7214,Crow Agency,Natural
OTA 23,1852.8,-115.98705,43.11191,Boise District,Natural
FROZEN CAL,1830.0,-143.086,66.7997,Alaska Fire Service,Natural
GOOSE,1800.0,-119.6676,35.7,Central California District,Arson/incendiarism
VELMA#2,1800.0,-97.667,34.4001,Chickasaw Agency,Arson/incendiarism
GORGE,1800.0,-118.77166667,34.59,Los Padres National Forest,Natural
WHEELER,1800.0,-105.10722351,35.55611038,New Mexico State Forestry Division,Missing data/not specified/undetermined
SAWMILL CK. #1,1800.0,-145.1822,63.91197,Delta Area,Missing data/not specified/undetermined
BICHOTA,1800.0,-117.83666667,34.26333333,Angeles National Forest,Recreation and ceremony
RINCON,1800.0,-116.9592,33.2667,Southern California Agency,Arson/incendiarism
RINCON #21               ,1790.0,-116.95305555,33.26305555,San Diego Unit,Equipment and vehicle use
PHILADELPH,1780.0,-116.8347,32.5848,California Desert District,Recreation and ceremony
LYNN,1775.0,-113.68666667,41.92333333,Sawtooth National Forest,Natural
EASTMCFACL,1760.0,-94.0833,29.683,McFaddin National Wildlife Refuge,Arson/incendiarism
ROSEVEAR,1754.0,-115.2709,42.9299,Boise District,Equipment and vehicle use
NORTHSHORE,1747.0,-116.0134,43.5504,Boise District,Recreation and ceremony
HOGFARM,1735.0,-115.78551,43.05635,Boise District,Equipment and vehicle use
DENNY DRAW,1730.0,-106.5506,43.8833,Casper Field Office,Natural
OTA 10,1729.4,-116.12574,43.24668,Boise District,Natural
BLK CYN #3,1700.0,-119.8678,46.3665,Spokane District,Natural
KENNEDY,1630.0,-117.7479,40.2691,Winnemucca District Office,Natural
N BROADCYN,1621.1,-112.2341,39.5833,Richfield Field Office,Natural
WHISKEY CREEK,1600.0,-112.33333333,39.3,Fishlake National Forest,Natural
COLVIL/COW,1600.0,-119.5127,38.5699,Central California District,Natural
WILDCAT,1600.0,-105.6172,44.5,Casper Field Office,Natural
SMITH,1600.0,-103.56694793,36.76305389,New Mexico State Forestry Division,Missing data/not specified/undetermined
CUYAMA,1590.0,-119.6676,34.8833,Central California District,Debris and open burning
PELICAN,1570.0,-110.30236,44.56441,Yellowstone National Park,Natural
W JUNGO,1556.0,-117.7926,41.0207,Winnemucca District Office,Natural
WEST MARSH,1540.0,-118.51666667,39.61666667,Stillwater National Wildlife Refuge,Missing data/not specified/undetermined
PRAIRIEDOG,1530.0,-117.651,40.9999,Winnemucca District Office,Natural
OLMSTEAD D,1520.0,-105.4339,42.95,Casper Field Office,Natural
GALE                     ,1500.0,-120.36305555,36.21611111,Fresno-Kings Unit,Equipment and vehicle use
NOSSKER,1500.0,-103.20444488,34.66944503,New Mexico State Forestry Division,Missing data/not specified/undetermined
TURKEY,1500.0,-111.9601,39.69578,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
HAY BALE,1500.0,-104.0,43.25833333,Nebraska National Forest,Natural
GATES                    ,1500.0,-122.06805555,38.38111111,Sonoma-Lake Napa Unit,Arson/incendiarism
LIGHTNING # 40           ,1500.0,-120.55111111,37.895,Tuolumne-Calaveras Unit,Natural
ZURICH,1500.0,-103.31972503,36.03472137,New Mexico State Forestry Division,Missing data/not specified/undetermined
WEAVER                   ,1500.0,-120.33611111,36.98888888,Merced-Mariposa Unit,Equipment and vehicle use
MUD,1500.0,-116.5009,39.9666,Battle Mountain District Office,Natural
DELLE,1500.0,-112.8691,40.7166,Salt Lake Field Office,Natural
RRMP415,1496.0,-115.87507,43.24854,Boise District,Railroad operations and maintenance
COTTONWOOD,1484.0,-110.31333333,34.245,Apache-Sitgreaves National Forest,Natural
TOM BASIN,1470.0,-117.62333333,41.605,Humboldt-Toiyabe National Forest,Equipment and vehicle use
BUFFALO #2,1466.3,-107.5506,43.85,Worland Field Office,Natural
CASTLE COM,1460.0,-118.6726,36.52828,Sequoia & Kings Canyon National Parks,Natural
NO KETCHUM,1450.0,-117.5843,42.9832,Vale District,Natural
SOD HOUSE,1448.0,-118.0499,41.4455,Winnemucca District Office,Natural
WOLFCREEK,1440.0,-102.4274,43.0003,Pine Ridge Agency,Smoking
SORENSON RANCH,1428.3,-112.53333333,38.65833333,Fishlake National Forest,Natural
RESERVOIR,1428.0,-117.88166667,34.18,Angeles National Forest,Arson/incendiarism
EIGHT MILE,1425.4,-107.7673,44.0666,Worland Field Office,Natural
CHISHOLM,1424.0,-116.93833333,33.98833333,San Bernardino National Forest,Equipment and vehicle use
YELLOWRAIL,1407.0,-94.5333,29.583,Anahuac National Wildlife Refuge,Missing data/not specified/undetermined
LAKE BED,1403.3,-107.3006,43.9,Worland Field Office,Natural
OTAY 28,1402.0,-116.8347,32.5848,California Desert District,Recreation and ceremony
RAILROAD,1400.0,-117.5843,37.4666,Battle Mountain District Office,Natural
DORST,1400.0,-118.79593,36.63995,Sequoia & Kings Canyon National Parks,Natural
DUCK CLUB,1363.0,-118.88333333,43.33333333,Malheur National Wildlife Refuge,Arson/incendiarism
SHRIVES2,1360.0,-112.263,42.4635,Idaho Falls District,Equipment and vehicle use
HAMPTON,1350.0,-106.4039,45.025,Miles City Field Office,Natural
HARRINGTON,1340.0,-114.91,45.50333333,Salmon-Challis National Forest,Natural
POISON CK,1339.0,-115.5184,42.2666,Boise District,Natural
PECHANGA,1336.0,-117.08,33.44666667,Cleveland National Forest,Arson/incendiarism
MOOLACK,1335.0,-122.09333333,43.875,Willamette National Forest,Natural
LEE BIA 3,1329.0,-115.6398,40.5838,Elko District Office,Natural
ROAD CANYON,1326.0,-115.48,40.335,Humboldt-Toiyabe National Forest,Natural
BORREGO                  ,1325.0,-116.52,33.37305555,San Diego Unit,Missing data/not specified/undetermined
GERMAN LAK,1324.8,-113.4675,42.9666,Twin  Falls District,Natural
KUCKUP,1320.0,-121.2678,44.7498,Warm Springs Agency,Misuse of fire by a minor
HANSEL VALLEY,1300.0,-112.54208,41.75735,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
JERSEY,1300.0,-117.4009,40.1666,Battle Mountain District Office,Natural
PALERMO                  ,1300.0,-121.52888888,39.37305555,Butte Unit,Missing data/not specified/undetermined
WALKER CPX,1300.0,-119.5177,38.5832,Central California District,Natural
LIGHTNING #83            ,1300.0,-120.94888888,40.86805555,Lassen-Modoc Unit,Natural
NIKKO,1299.0,-93.6664,45.463,Sherburne National Wildlife Refuge,Debris and open burning
ONEWAYPASS,1289.0,-113.6175,36.5833,Arizona Strip Field Office,Natural
AWNY,1280.0,-103.1230545,33.44722366,New Mexico State Forestry Division,Missing data/not specified/undetermined
BOSWELL                  ,1280.0,-119.49111111,36.07305555,Tulare Unit,Arson/incendiarism
SECOND STREET,1267.0,-101.66666667,37.13333333,Pike and San Isabel National Forest,Debris and open burning
GRINDSTONE,1264.0,-115.3092,42.7466,Boise District,Natural
COOKS,1260.0,-120.84833333,40.2,Plumas National Forest,Equipment and vehicle use
LIGHTNING #12            ,1250.0,-120.57,38.01111111,Tuolumne-Calaveras Unit,Natural
BARSTOW,1250.0,-117.0342,34.5833,California Desert District,Recreation and ceremony
HADOLITNA,1250.0,-154.4526,66.2025,Alaska Fire Service,Natural
BOY RIVER,1242.0,-94.13333333,47.2,Chippewa National Forest,Arson/incendiarism
THOMASRANC,1240.0,-96.5836,34.7334,Chickasaw Agency,Arson/incendiarism
HOT SPRING,1226.0,-115.7367,42.7721,Boise District,Natural
WESTFIELD,1225.0,-119.3676,35.0333,Central California District,Arson/incendiarism
OTAY 121,1220.0,-116.8347,32.5848,California Desert District,Recreation and ceremony
STATE                    ,1210.0,-117.11,33.72194444,Riverside Unit,Arson/incendiarism
JACKSON,1200.0,-94.4167,29.583,Anahuac National Wildlife Refuge,Arson/incendiarism
BECK,1200.0,-103.0513916,36.10777664,New Mexico State Forestry Division,Missing data/not specified/undetermined
CIRCLE                   ,1200.0,-116.94805555,33.88194444,Riverside Unit,Equipment and vehicle use
41                       ,1200.0,-119.79305555,37.01805555,Merced-Mariposa Unit,Equipment and vehicle use
BLM # 2                  ,1200.0,-120.29194444,36.20194444,Fresno-Kings Unit,Equipment and vehicle use
POCATELLO VALLEY,1200.0,-112.40893,41.8907,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
WARTHAN,1200.0,-120.4677,36.0833,Central California District,Missing data/not specified/undetermined
COLBERT,1200.0,-106.23,45.695,Custer Gallatin National Forest,Natural
603158,1200.0,-152.5188,58.2159,Alaska Fire Service,Smoking
MAGOTSU,1200.0,-113.67,37.45333333,Dixie National Forest,Natural
WHISKEY II,1200.0,-112.36666667,39.3,Fishlake National Forest,Natural
HASPEROS,1200.0,-105.3672,33.8834,Roswell Field Office,Natural
PILOT,1200.0,-113.9675,41.1999,Salt Lake Field Office,Natural
FLATHEAD,1200.0,-112.3675,43.6499,Idaho Falls District,Power generation/transmission/distribution
BLACK MTN2,1187.0,-107.734,43.65,Worland Field Office,Power generation/transmission/distribution
433-H/I/D,1186.0,-94.28825,30.32937,Big Thicket National Park,Missing data/not specified/undetermined
QUEENSCR,1171.0,-114.0109,43.3068,Twin  Falls District,Natural
ROSS #1,1160.0,-105.7506,43.1333,Casper Field Office,Natural
J.BAUER,1152.0,-105.7992,48.1242,Fort Peck Agency,Equipment and vehicle use
DUANE,1150.0,-111.9604,39.76773,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
TELEPHONE,1135.0,-108.36666667,38.29833333,"Grand Mesa, Uncompahgre and Gunnison National Forests",Natural
KUDZU,1130.0,-89.33,34.75833333,National Forests in Mississippi,Arson/incendiarism
TIMPIE,1125.0,-112.6675,40.3333,Salt Lake Field Office,Natural
STAR GROVE,1121.0,-80.591023,25.539996,Everglades National Park,Missing data/not specified/undetermined
631478,1121.0,-145.7025,65.4163,Alaska Fire Service,Natural
GAL NW 63,1120.0,-158.6359,65.4994,Alaska Fire Service,Natural
DRY,1100.0,-116.8176,39.9333,Battle Mountain District Office,Natural
VELMA,1100.0,-97.667,34.4143,Chickasaw Agency,Power generation/transmission/distribution
CASTLE GRO,1100.0,-118.67297,36.52798,Sequoia & Kings Canyon National Parks,Natural
AIRPORT 2,1100.0,-119.501,35.3333,Central California District,Arson/incendiarism
BLACKERBY,1100.0,-116.03,45.88833333,Nez Perce - Clearwater National Forests,Equipment and vehicle use
LA GRANGE                ,1100.0,-120.47388888,37.51388888,Merced-Mariposa Unit,Equipment and vehicle use
CASCADE BUTTE,1100.0,-111.7199,47.29817,Central Land Office,Equipment and vehicle use
BENNETTMTN,1095.0,-115.4892,43.2649,Boise District,Debris and open burning
E. CARBON,1094.0,-110.4507,39.6,Moab Field Office,Natural
STREET CANYON,1093.0,-119.35539,44.84613,John Day Unit,Debris and open burning
JUNIOR,1092.0,-89.41,34.57833333,National Forests in Mississippi,Power generation/transmission/distribution
SIERRA,1092.0,-118.42,35.77,Sequoia National Forest,Recreation and ceremony
BUFFALO,1083.0,-117.4243,40.6913,Winnemucca District Office,Natural
DRIP_2,1082.0,-116.97166667,33.46666667,Cleveland National Forest,Arson/incendiarism
FM 96-6,1078.0,-85.8,33.7,Wheeler National Wildlife Refuge,Missing data/not specified/undetermined
LOGAN CR.,1075.0,-105.3839,44.6166,Casper Field Office,Natural
SCARFACEII,1074.3,-106.3547,45.6531,Northern Cheyenne Agency,Natural
WLK SE 39,1070.0,-157.4027,66.2161,Alaska Fire Service,Natural
LIME KILN # 3,1069.0,-112.34,42.30333333,Caribou-Targhee National Forest,Natural
PONY,1067.0,-116.95333333,33.58,San Bernardino National Forest,Equipment and vehicle use
PETERSON,1062.0,-116.2148,43.9024,Boise District,Natural
DIEGO,1057.0,-116.80166667,33.59333333,San Bernardino National Forest,Arson/incendiarism
JONES FLAT,1050.9,-118.481,43.5882,Burns District,Misuse of fire by a minor
JARVIS CK,1038.0,-115.6517,42.3341,Boise District,Missing data/not specified/undetermined
CHAPMAN SP,1035.0,-120.2178,44.7165,Prineville District,Natural
LMU BYERS,1034.0,-120.4844,40.3332,Northern California District,Equipment and vehicle use
PIUTE,1032.0,-113.818,37.1925,Cedar City Field Office,Natural
SUNNYSIDE,1025.0,-114.5664,38.1202,Ely District Office,Natural
COW,1008.0,-112.0,34.1,Tonto National Forest,Natural
LOWER LK 2,1006.0,-121.7478,42.0754,Lakeview District,Natural
CASSIAGLCH,1006.0,-115.0981,42.9027,Boise District,Natural
MINE CYN,1005.0,-112.508,42.496,Idaho Falls District,Missing data/not specified/undetermined
DORSEY,1000.0,-115.4842,42.0799,Boise District,Natural
COLSTRIP,1000.0,-106.70083,45.95557,Eastern Land Office,Natural
SUN COMPLEX,1000.0,-115.645,36.08,Humboldt-Toiyabe National Forest,Natural
POND,1000.0,-119.5343,35.7166,Central California District,Arson/incendiarism
TULEE RD.,1000.0,-120.3898,46.2587,Yakama Agency,Arson/incendiarism
EGG FIRE                 ,1000.0,-116.77888888,33.00111111,San Diego Unit,Equipment and vehicle use
STRT FORK,1000.0,-113.9508,41.7666,Salt Lake Field Office,Missing data/not specified/undetermined
WINDMILL,1000.0,-95.5667,28.883,San Bernard National Wildlife Refuge,Arson/incendiarism
SWEETZER,1000.0,-113.9653,42.0257,Twin  Falls District,Natural
GRAHAM PK,1000.0,-113.7342,40.7999,Salt Lake Field Office,Natural
GOAT MOUNTAIN,1000.0,-114.82166667,45.58333333,Bitterroot National Forest,Natural
RANCH 3,1000.0,-118.34833333,34.65333333,Angeles National Forest,Equipment and vehicle use
OAK FLAT,1000.0,-118.77833333,36.015,Sequoia National Forest,Arson/incendiarism
CAIDO                    ,1000.0,-119.07111111,36.36194444,Tulare Unit,Equipment and vehicle use
LIGHTNING #32            ,1000.0,-120.6,37.84805555,Tuolumne-Calaveras Unit,Natural
PASTURA,1000.0,-104.89305877,34.81527709,New Mexico State Forestry Division,Missing data/not specified/undetermined
EL PECO                  ,1000.0,-120.245,36.91694444,Merced-Mariposa Unit,Missing data/not specified/undetermined
CANYON                   ,1000.0,-120.91805555,36.96305555,Merced-Mariposa Unit,Missing data/not specified/undetermined
CHERRY CR.,1000.0,-117.1909,40.7535,Winnemucca District Office,Natural
INDUSTRIAL,1000.0,-103.44889068,34.16361236,New Mexico State Forestry Division,Missing data/not specified/undetermined
PANHANDLE,1000.0,-97.26495,27.53703,Padre Island National Seashore,Smoking
