name,acres,lon,lat,reporter,cause
DOE,589368.0,-122.6729135,39.76525508,Mendocino National Forest,Natural
SCU LIGHTNING COMPLEX,396624.0,-121.56771304,37.42390497,Santa Clara Unit,Missing data/not specified/undetermined
CREEK,379895.0,-119.27161265,37.20100511,Sierra National Forest,Missing data/not specified/undetermined
HOPKINS,328363.0,-123.07271361,40.12537507,Mendocino National Forest,Natural
CLAREMONT,318776.0,-120.91201324,39.85827523,Plumas National Forest,Natural
HENNESSEY,305651.2,-122.33726202,38.50393738,Sonoma-Lake Napa Unit,Natural
PEARL HILL,223731.0,-119.4843,48.05583,Washington State Department of Natural Resources Headquarters,Missing data/not specified/undetermined
CAMERON PEAK,208913.0,-105.87921041,40.60870647,Arapaho and Roosevelt National Forests and Pawnee National Grassland,Missing data/not specified/undetermined
LIONSHEAD,204469.0,-121.67890306,44.72250551,Warm Springs Agency,Natural
EAST TROUBLESOME,193812.0,-106.23871044,40.20294639,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Recreation and ceremony
BEACHIE CREEK,193573.0,-122.18801426,44.82111547,Willamette National Forest,Missing data/not specified/undetermined
BUSH,193455.0,-111.56201093,33.62570516,Tonto National Forest,Equipment and vehicle use
COLD SPRINGS,189923.0,-119.49271459,48.36019597,Colville Agency,Missing data/not specified/undetermined
MULLEN,176878.0,-106.421944,41.176389,Arapaho National Wildlife Refuge,Missing data/not specified/undetermined
CASTLE,174178.0,-118.92581237,34.94632491,Sequoia National Forest,Natural
HOLIDAY FARM,173393.0,-122.23111414,44.17197542,Willamette National Forest,Missing data/not specified/undetermined
SLATER,157270.0,-123.35359791,41.85803117,Klamath National Forest,Missing data/not specified/undetermined
RED,142386.0,-123.45781382,41.19449511,Six Rivers National Forest,Natural
PINE GULCH,139007.0,-108.52551085,39.33621611,Grand Junction Field Office,Natural
RIVERSIDE,138054.0,-122.06231428,45.04908549,Mt. Hood National Forest,Missing data/not specified/undetermined
ARCHIE CREEK,131542.0,-122.78811407,43.33392532,Umpqua National Forest,Missing data/not specified/undetermined
WHITNEY,127430.0,-118.26031421,47.70723606,Northeast Region-Department of Natural Resources,Power generation/transmission/distribution
DOLAN,124924.0,-121.60161291,36.12328485,Los Padres National Forest,Missing data/not specified/undetermined
BIGHORN,119978.0,-110.92651071,32.37803502,Coronado National Forest,Natural
BOBCAT,115997.0,-117.95911215,34.24812489,Angeles National Forest,Missing data/not specified/undetermined
WOODHEAD,96614.0,-116.87681334,44.75609598,Payette National Forest,Recreation and ceremony
BADGER,90143.0,-114.16901237,42.09143599,Sawtooth National Forest,Missing data/not specified/undetermined
EAST FORK,89765.0,-110.70881147,40.60637611,Ashley National Forest,Natural
CZU AUG LIGHTNING,86509.0,-122.21760812,37.25806791,San Mateo-Santa Cruz Unit,Missing data/not specified/undetermined
W-5 COLD SPRINGS,84817.0,-120.2813463,41.02865537,Northern California District,Natural
CALDWELL,82018.0,-121.476944,41.698889,Tule Lake National Wildlife Refuge,Natural
CANAL,78065.0,-112.34691165,39.42505585,Central Area,Natural
EVANS CANYON,74800.0,-120.7988,46.85423,Washington State Department of Natural Resources Headquarters,Missing data/not specified/undetermined
MANGUM,71450.0,-112.34951134,36.62759551,Kaibab National Forest,Missing data/not specified/undetermined
GLASS,67484.0,-122.53097132,38.55431299,Sonoma-Lake Napa Unit,Equipment and vehicle use
GRIFFIN,61821.0,-110.70121075,33.5823952,Tonto National Forest,Natural
MEADOW VALLEY,59265.0,-114.61034483,37.16250543,Ely District Office,Missing data/not specified/undetermined
ZOGG,56338.0,-122.56832659,40.54120714,Shasta-Trinity Unit,Power generation/transmission/distribution
WALLBRIDGE,55209.0,-123.07803342,38.67282296,Sonoma-Lake Napa Unit,Natural
20116 INGAKSLUGWAT HILLS,54099.1,-164.031667,61.3655,Yukon Delta National Wildlife Refuge,Natural
SARPY,52010.0,-107.05611146,45.71650698,Crow Agency,Natural
SHF ELKHORN,51576.7,-122.73401355,40.0961751,Shasta-Trinity National Forest,Natural
BRATTAIN,50951.0,-120.55741359,42.57178547,Fremont-Winema National Forest,Missing data/not specified/undetermined
INDIAN CREEK,48435.0,-117.89221335,43.80470581,Vale District,Equipment and vehicle use
RIVER,48088.0,-121.64034596,36.56300489,San Benito-Monterey Unit,Missing data/not specified/undetermined
ARCHIE - OR,48000.0,-122.88529189,43.31639421,Central Unit,Missing data/not specified/undetermined
LOYALTON,47029.0,-120.1713131,39.68143527,Tahoe National Forest,Natural
HUFF,46892.4,-106.91541175,47.37986717,Garfield County,Debris and open burning
DOME,43273.0,-115.59751183,35.30103515,Mojave National Preserve,Natural
BASIN,38628.0,-113.86501162,36.5223054,Arizona Strip Field Office,Natural
COW CANYON,35371.0,-109.09271042,33.55841528,Apache-Sitgreaves National Forest,Natural
SNIDER,34527.4,-106.2613113,45.88416707,Rosebud County,Natural
APPLE,33424.0,-116.96369941,33.99153437,Riverside Unit,Equipment and vehicle use
GRIZZLY CREEK,32431.0,-107.2715106,39.56654623,White River National Forest,Missing data/not specified/undetermined
