name,acres,lon,lat,reporter,cause
MINTO FLATS SOUTH,517078.0,-149.5047,64.7467,Alaska Fire Service,Natural
LITTLE BLACK ONE,349449.9,-143.2572,66.2236,Alaska Fire Service,Natural
BIG CREEK,169638.7,-146.8197,65.9464,Alaska Fire Service,Natural
TITNA RIVER,164541.9,-152.6886,64.3689,Alaska Fire Service,Natural
TONCLONUKNA CREEK,164318.0,-153.27,63.2,Alaska Fire Service,Natural
STATION,160371.0,-118.18888889,34.2425,Angeles National Forest,Arson/incendiarism
ZITZIANA,141125.7,-151.3194,64.4803,Alaska Fire Service,Natural
NOWITNA,126581.6,-153.8894,64.2178,Alaska Fire Service,Natural
WOOD RIVER 1,125381.6,-147.9608,64.3481,Alaska Fire Service,Natural
REX CREEK,101150.0,-148.75,64.12,Alaska Fire Service,Natural
PASCO,95000.0,-108.8625,31.3564,Las Cruces Field Office,Natural
LA BREA,91622.0,-119.97777778,34.94972222,Los Padres National Forest,Missing data/not specified/undetermined
STEVENS CREEK 1,85908.9,-150.8217,65.2725,Alaska Fire Service,Natural
SHEENJEK,62658.1,-144.3164,67.2394,Alaska Fire Service,Natural
ROCK SLOUGH,62313.4,-143.5972,67.0114,Alaska Fire Service,Natural
LOCO/HEALDTON,56688.0,-97.548333,34.254167,Oklahoma Division of Forestry,Missing data/not specified/undetermined
CHAKINA,56413.0,-143.1,61.23,Alaska Fire Service,Natural
CATO,55080.0,-103.728611,33.504722,Roswell Field Office,Natural
JAGGED RIDGE,53889.4,-144.1172,65.5481,Alaska Fire Service,Natural
PUTNAM,52790.0,-98.9675,35.859167,Oklahoma Division of Forestry,Missing data/not specified/undetermined
BEAR CREEK,50896.9,-151.0214,64.0294,Alaska Fire Service,Natural
LITTLE MUD,50718.9,-153.6414,64.6611,Alaska Fire Service,Natural
DRY CREEK,48902.0,-119.9633,46.4831,Spokane District,Natural
BERING CREEK 2,45446.0,-153.6803,64.9003,Alaska Fire Service,Natural
BIG POLE,44345.0,-112.66638889,40.61361111,Uinta-Wasatch-Cache National Forest,Natural
BLUFF CREEK,41755.8,-144.4997,65.7872,Alaska Fire Service,Natural
PADDLE,41742.9,-143.8264,65.5853,Yukon-Charley Rivers National Preserve,Natural
CHESTER,41497.0,-98.918889,36.224444,Oklahoma Division of Forestry,Missing data/not specified/undetermined
OKLAHOMA 2,38398.3,-146.3878,63.9556,Alaska Fire Service,Firearms and explosives use
CHEENEETNUK,37527.0,-155.4439,61.9631,Alaska Fire Service,Natural
BIG RIVER,33262.0,-154.7431,62.2794,Alaska Regional Office,Natural
MONTAGUE COUNTY COMPLEX,31419.0,-97.52583333,33.65027778,Texas A & M Forest Service,Missing data/not specified/undetermined
KANTISHNA RIVER,31338.4,-150.5222,64.3514,Alaska Fire Service,Natural
FOUR MILE,29952.0,-105.0581,32.6997,Carlsbad Field Office,Natural
DEEP FIRE,29112.0,-81.3139,26.1769,Big Cypress National Preserve,Natural
CRASH CREEK,29060.4,-150.8767,65.5969,Alaska Fire Service,Natural
CEMENT MOUNTAIN COMPLEX,27876.0,-98.494722,33.133056,Texas A & M Forest Service,Missing data/not specified/undetermined
238,25747.0,-103.4914,32.7883,New Mexico State Forestry Division,Power generation/transmission/distribution
BROKEN SNOWSHOE,25339.6,-155.41666667,63.08333333,Southwest Area,Natural
LADUE RIVER,24061.0,-141.55,63.28333333,Tok Area,Natural
DILLINGER,23912.0,-153.55,62.63333333,Southwest Area,Natural
RATLIFF CITY/TATUMS,23824.0,-97.5525,34.455556,Oklahoma Division of Forestry,Missing data/not specified/undetermined
ELK HORN,23668.0,-111.5583,31.8517,Gila District Office,Missing data/not specified/undetermined
DIAMOND,22000.0,-108.03805556,33.27555556,Gila National Forest,Natural
TWO MILE HILL,21525.0,-98.5496,33.688,Texas A & M Forest Service,Power generation/transmission/distribution
FORAKER POND,20276.7,-152.2742,63.6703,Alaska Fire Service,Natural
BEAR CANYON,20029.0,-110.2833,33.54208,San Carlos Agency,Natural
FRANKLIN CREEK,19984.0,-158.16666667,62.63333333,Southwest Area,Natural
GAGARYAH 2,19690.0,-155.3783,61.6528,Alaska Regional Office,Natural
HIGHWAY 31 FIRE,19130.0,-78.92149,33.82175,South Carolina Forestry Commission,Debris and open burning
CEDAR MOUNTAIN FIRE,18360.0,-98.97566667,32.48883333,Texas A & M Forest Service,Missing data/not specified/undetermined
ALLMAN LAKE,17904.0,-161.828,62.2944,Alaska Fire Service,Natural
GUIBERSON,17463.0,-118.8708,34.3817,Central California District,Misuse of fire by a minor
BULL CREEK,17224.9,-147.3475,65.8792,Alaska Fire Service,Natural
HOG,16802.0,-109.08361111,31.50222222,Coronado National Forest,Recreation and ceremony
BEAR PAW,16585.6,-150.67,64.0944,Alaska Fire Service,Natural
ROBERTS BRANCH - 56,16444.0,-98.087648,33.247933,Texas A & M Forest Service,Missing data/not specified/undetermined
SUSULATNA,16386.0,-154.85,63.85,Southwest Area,Natural
MUDDY CREEK,16267.0,-120.6175,44.8413,Prineville District,Natural
PICACHO,16141.0,-105.172833,32.887722,New Mexico State Forestry Division,Equipment and vehicle use
BLACK (PITZER) FIRE,16000.0,-99.14663681,32.81981813,Texas A & M Forest Service,Missing data/not specified/undetermined
MAGIC CITY,15000.0,-100.3819,35.4306,Lake Meredith National Recreation Area,Missing data/not specified/undetermined
