name,acres,lon,lat,reporter,cause
HWY 152,479549.0,-101.3708,35.6678,Lake Meredith National Recreation Area,Missing data/not specified/undetermined
I-40,427696.0,-100.93333333,35.21666667,Cibola National Forest,Missing data/not specified/undetermined
WINTERS,238462.6,-116.9144,41.3603,Elko District Office,Natural
CRYSTAL,220042.1,-113.2411,42.9569,Idaho Falls District,Natural
DERBY,207115.0,-109.93472222,45.53611111,Custer Gallatin National Forest,Natural
DAY,162702.0,-118.76972222,34.63222222,Los Padres National Forest,Debris and open burning
SHEEP,150270.7,-116.7203,40.8258,Elko District Office,Natural
CHARLESTON,141707.4,-115.5242,41.5578,Elko District Office,Natural
PINE RIDGE COMPLEX,121687.0,-107.8561,45.9228,Southern Land Office,Natural
PARKS HIGHWAY,118520.1,-149.03,64.37,Alaska Fire Service,Debris and open burning
BLACK PULASKI COMPLEX,117292.0,-106.7806,47.6697,Miles City Field Office,Natural
TRIPOD COMPLEX,113011.0,-120.04444444,48.50333333,Okanogan-Wenatchee National Forest,Natural
COLUMBIA COMPLEX,109259.0,-118.04416667,46.14305556,Umatilla National Forest,Natural
AMAZON,108563.6,-116.3319,41.4672,Elko District Office,Natural
MCDONALD,92390.0,-103.6025,33.05825,New Mexico State Forestry Division,Missing data/not specified/undetermined
BUNDY RAILROAD,91897.0,-108.1094,46.1289,Billings Field Office,Natural
SUZIE,78456.5,-116.0831,40.7831,Elko District Office,Natural
PUEBLO FIRE,68224.1,-118.8427,42.3691,Burns District,Natural
BAKE-OVEN,66113.0,-123.28194444,40.72194444,Shasta-Trinity National Forest,Natural
HAPPY VALLEY,65031.0,-117.751,42.979,Vale District,Natural
SPUR PEAK,62173.0,-120.02888889,48.65805556,Okanogan-Wenatchee National Forest,Natural
SAILOR CAP,61929.1,-115.4278,42.6689,Twin  Falls District,Missing data/not specified/undetermined
SAWTOOTH,61700.0,-116.5219,34.1403,California Desert District,Natural
WARM,58630.0,-112.19,36.65972222,Kaibab National Forest,Natural
BEAR,55307.0,-108.63138889,33.41138889,Gila National Forest,Recreation and ceremony
CHERRY,54350.0,-116.3365,44.21141,Boise District,Natural
FOSTER GULCH,53547.0,-117.1182,44.7993,Vale District,Natural
NAGEETHLUK RIVER,52540.0,-161.7039,62.2764,Alaska Fire Service,Natural
TATOOSH,51671.0,-120.56111111,48.89611111,Okanogan-Wenatchee National Forest,Natural
JARVIS,50737.0,-113.8331,37.0717,Cedar City Field Office,Recreation and ceremony
THE HEAT FIRE,49500.0,-80.58000002,26.25193998,Florida Forest Service,Natural
SIOUX COUNTY COMPLEX,48800.0,-103.790278,42.741389,Nebraska Forest Service,Natural
GRANDDAD,46522.7,-118.8299,42.8374,Burns District,Arson/incendiarism
BASCO,44282.2,-116.0836,41.0694,Elko District Office,Natural
RATTLESNAKE,43600.0,-115.78722222,44.30138889,Boise National Forest,Natural
STAR MTN,43545.0,-117.980891,43.362686,Vale District,Natural
ROCKER B,42110.0,-101.16670002,31.46667,Texas A & M Forest Service,Missing data/not specified/undetermined
BULL COMPLEX,41451.0,-113.9403,37.4042,Cedar City Field Office,Natural
RINGGOLD,41000.0,-97.94443999,33.82221999,Texas A & M Forest Service,Missing data/not specified/undetermined
GASS COMPLEX,40402.0,-115.075556,36.455556,Desert National Wildlife Refuge,Natural
ESPERANZA,40200.0,-116.76611111,33.89972222,San Bernardino National Forest,Arson/incendiarism
BUCKLE L 2,40000.0,-100.28890001,34.29083001,Texas A & M Forest Service,Smoking
COLE,39812.0,-100.94560001,31.73667,Texas A & M Forest Service,Missing data/not specified/undetermined
