name,acres,lon,lat,reporter,cause
LONG DRAW,558198.3,-117.893687,42.391894,Vale District,Natural
HOLLOWAY,461047.0,-118.365,41.9733,Winnemucca District Office,Natural
RUSH,315578.8,-120.1153,40.6153,Northern California District,Natural
WHITEWATER-BALDY,297845.0,-108.710278,33.344722,Gila National Forest,Natural
MUSTANG,275960.0,-114.59,45.425,Salmon-Challis National Forest,Natural
ASH CREEK,249562.0,-106.46917,45.66972,Northern Cheyenne Agency,Natural
KINYON ROAD,210874.0,-115.0253,42.4533,Twin  Falls District,Natural
HALSTEAD,181948.0,-115.17222222,44.42972222,Salmon-Challis National Forest,Natural
MILLER HOMESTEAD,160801.0,-119.175,42.8186,Burns District,Natural
ROSEBUD COMPLEX,152261.1,-106.2111,46.1614,Miles City Field Office,Natural
TRINITY RIDGE,146832.0,-115.36555556,43.71111111,Boise National Forest,Equipment and vehicle use
FLAT TOP 2,140954.0,-113.7497,42.9594,Twin  Falls District,Natural
CLAY SPRINGS,107847.0,-112.3881,39.3231,Richfield Field Office,Arson/incendiarism
ARAPAHO FIRE,98115.0,-105.49027778,42.20083333,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Natural
BARRY POINT,92977.0,-120.80138889,42.11166667,Fremont-Winema National Forest,Natural
CAVE CANYON,88909.0,-114.06,42.2775,Sawtooth National Forest,Natural
HIGH PARK,87275.0,-105.40361111,40.58944444,Arapaho and Roosevelt National Forests and Pawnee National Grassland,Natural
EAST SARPY,82127.0,-107.1676,45.7464,Crow Agency,Natural
CHIPS,75431.0,-121.27138889,40.00694444,Plumas National Forest,Recreation and ceremony
CACHE CREEK,73582.0,-116.92833333,45.98638889,Wallowa-Whitman National Forest,Natural
FAIRFIELD CREEK,66745.0,-100.0621,42.77426,Nebraska Forest Service,Natural
FONTENELLE,65220.0,-110.60055556,42.43416667,Bridger-Teton National Forest,Missing data/not specified/undetermined
TAYLOR CREEK,62111.0,-106.0525,45.2425,Custer Gallatin National Forest,Natural
OIL CREEK,61416.0,-104.2844,43.9148,New Castle Field Office,Power generation/transmission/distribution
LOST,61298.0,-119.75,41.1389,Northern California District,Natural
KEITH COUNTY COMPLEX,60000.0,-101.9274,41.31482,Nebraska Forest Service,Natural
MCNAC,58501.0,-96.4392,35.9567,Okmulgee Field Office,Smoking
WEST ASH,56471.0,-103.25333333,42.62444444,Nebraska National Forest,Natural
LOST PACKER,52008.0,-114.76166667,45.47138889,Salmon-Challis National Forest,Natural
UVGOON CREEK 1,49305.3,-162.3653,67.8108,Alaska Fire Service,Natural
SEELEY,48986.0,-111.17611111,39.49861111,Manti-Lasal National Forest,Natural
JACKS,48894.0,-116.18528,42.61833,Boise District,Natural
SHEEP,48626.0,-116.2975,45.53416667,Nez Perce - Clearwater National Forests,Missing data/not specified/undetermined
WOOD HOLLOW,47387.0,-111.5849,39.6065,Richfield Field Office,Power generation/transmission/distribution
DRY CREEK,47154.0,-147.32895,64.49535,Alaska Fire Service,Natural
BAGLEY COMPLEX,46011.0,-122.03333333,41.0,Shasta-Trinity National Forest,Natural
ALPINE LAKE,45877.0,-109.44361111,43.07305556,Shoshone National Forest,Natural
LAST CHANCE,45000.0,-103.591667,39.740833,Fort Collins Interagency Dispatch Center,Missing data/not specified/undetermined
TABLE MOUNTAIN,43874.0,-120.56638889,47.24083333,Okanogan-Wenatchee National Forest,Natural
DALLAS CANYON,43660.0,-112.955,40.5497,Salt Lake Field Office,Natural
LONG HORN COMPLEX,43639.0,-100.972733,43.200553,Rosebud Agency,Natural
MCGUIRE,43577.0,-115.55111111,45.59444444,Nez Perce - Clearwater National Forests,Natural
WILLOW,42780.0,-116.5139,41.3036,Elko District Office,Natural
NORTH PASS,41983.0,-123.12916667,39.86611111,Mendocino National Forest,Natural
DELPHIA,40084.8,-108.2153,46.4931,Billings Field Office,Natural
LITTLE BEAR,40000.0,-105.82972222,33.41972222,Lincoln National Forest,Natural
LONG CANYON,36847.0,-117.8497,41.9011,Winnemucca District Office,Natural
COUNTYLINE,34936.0,-82.45666667,30.45194444,National Forests in Florida,Natural
OWINZA,34507.0,-114.0517,42.8228,Twin  Falls District,Natural
HOBBLE COMPLEX,34200.0,-113.6819,36.6069,Arizona Strip Field Office,Natural
WELDER,33318.0,-108.6504,48.3231,Fort Belknap Agency,Equipment and vehicle use
GILBERT,31503.0,-117.4431,39.6542,Battle Mountain District Office,Natural
NORTH BUFFALO,29950.0,-110.21111111,43.92555556,Bridger-Teton National Forest,Recreation and ceremony
DOUTHIT,29730.0,-103.60083333,42.77972222,Nebraska National Forest,Natural
MILL,29502.0,-122.70694444,39.31833333,Mendocino National Forest,Missing data/not specified/undetermined
BENWALK,29100.0,-115.39013,43.04969,Boise District,Natural
WELLNITZ,28800.0,-102.6903,43.0,Pine Ridge Agency,Natural
READING,28079.0,-121.45414,40.49494,Lassen Volcanic National Park,Natural
CATO,27677.0,-106.4675,44.44,Buffalo Field Office,Natural
TGU PONDEROSA,27676.0,-121.8347,40.3832,Northern California District,Natural
0537  POLE CREEK,26795.0,-121.69527778,44.175,Deschutes National Forest,Natural
FERN,25873.0,-114.50638889,46.42611111,Nez Perce - Clearwater National Forests,Natural
NORTH MINNIE,25396.0,-95.282222,48.359167,Minnesota Department of Natural Resources,Missing data/not specified/undetermined
LITTLE SAND,24931.0,-107.24333333,37.4025,San Juan National Forest,Natural
HOGATZA RIVER,24179.4,-155.2878,66.4453,Alaska Fire Service,Natural
HEARTSTRONG,24000.0,-102.455556,40.016667,Yuma County,Missing data/not specified/undetermined
BLEAK,23700.0,-115.03361111,45.6925,Nez Perce - Clearwater National Forests,Natural
DEL,23680.0,-114.9092,37.1917,Ely District Office,Natural
TAYLOR BRIDGE,23500.0,-120.816389,47.165278,Southeast Region-Department of Natural Resources,Missing data/not specified/undetermined
APACHE PASS,23324.0,-118.602983,47.515197,Spokane District,Natural
CEDAR BUTTE WSA,23051.0,-112.7497,43.29,Idaho Falls District,Natural
NOWITNA RIVER,22366.0,-153.7167,64.4167,Alaska Fire Service,Natural
GOFF,22283.0,-123.25194444,41.88611111,Klamath National Forest,Natural
DAHL,22045.0,-108.6661,46.2789,Billings Field Office,Natural
FAUST,22045.0,-112.55292,40.18875,Salt Lake Field Office,Natural
LAVA,21546.0,-120.7569,43.4892,Lakeview District,Natural
DAD,21331.0,-77.01666667,34.93333333,National Forests in North Carolina,Debris and open burning
DUCK LAKE TRAIL,21069.0,-85.42364,46.5335,Michigan Department of Natural Resources,Natural
SID CROSSING,20784.0,-113.995,42.9089,Twin  Falls District,Natural
CASCADE CREEK,20296.0,-121.55083333,46.13583333,Gifford Pinchot National Forest,Natural
WOLF DEN,20049.0,-109.2197,39.7747,Vernal Field Office,Natural
BABOON,19778.5,-113.0097,38.1239,Cedar City Field Office,Natural
FREEZE OUT,19704.0,-114.93944444,46.39944444,Nez Perce - Clearwater National Forests,Natural
DANNER LOOP 2,19448.8,-117.195384,43.011794,Vale District,Equipment and vehicle use
MUSTANG,19323.0,-115.7361,41.9714,Elko District Office,Natural
PEAVINE,19314.0,-120.46527778,47.36805556,Okanogan-Wenatchee National Forest,Natural
DUTCH,19247.1,-105.8869,45.1497,Miles City Field Office,Natural
TURNER TATANKA,19000.0,-102.1619,41.67086,Nebraska Forest Service,Natural
WALDO CANYON,18947.0,-104.93333333,38.88333333,Pike and San Isabel National Forest,Missing data/not specified/undetermined
KUCHER CREEK,18850.0,-155.6947,68.9106,Alaska Fire Service,Natural
BLACK CANYON,18392.0,-113.8114,35.7275,Truxton Canyon Agency,Equipment and vehicle use
GRAPEVINE,18300.0,-109.86833333,32.56388889,Coronado National Forest,Natural
SIXTEEN COMPLEX,17944.0,-122.3445,38.94444,Central California District,Arson/incendiarism
SUNFLOWER,17618.0,-111.47638889,33.93027778,Tonto National Forest,Missing data/not specified/undetermined
CEDAR,17473.0,-114.65111111,46.31861111,Nez Perce - Clearwater National Forests,Natural
ELBOW PASS COMPLEX,17319.0,-112.86888889,47.40638889,Helena - Lewis and Clark National Forest,Natural
WALL,17200.0,-117.5567,39.8889,Carson City District Office,Missing data/not specified/undetermined
BARKER CANYON,17049.0,-119.115586,47.912394,Spokane District,Natural
ST MARYS MISSION ROA,16853.0,-119.4415,48.38544,Colville Agency,Missing data/not specified/undetermined
RIDGE TOP,16613.0,-112.1361,43.1811,Idaho Falls District,Natural
SNAKE RIVER,16566.0,-158.55,58.98,Alaska Fire Service,Equipment and vehicle use
GLADIATOR,16240.0,-112.33388889,34.235,Prescott National Forest,Other causes
WESLEY,16010.0,-116.50527778,45.10638889,Payette National Forest,Natural
GREASE,15898.0,-112.494203,39.353297,Richfield Field Office,Arson/incendiarism
PETTIBONE,15569.0,-114.73305556,46.06083333,Nez Perce - Clearwater National Forests,Natural
SHEEPHERDER HILL,15556.0,-106.31263,42.71147,Casper Field Office,Missing data/not specified/undetermined
RICH HOLE,15454.0,-79.62527778,37.86972222,George Washington & Jefferson National Forests,Arson/incendiarism
BEAR TRAP 2,15341.0,-111.555,45.6128,Dillon Field Office,Fireworks
LITTLE INDIAN RIVER,15278.0,-154.2644,65.7483,Alaska Fire Service,Natural
CROOKSTON,14453.0,-100.972106,43.059847,Rosebud Agency,Power generation/transmission/distribution
WF HOLIDAY 1 & 2,14169.9,-94.22694444,29.66472222,McFaddin National Wildlife Refuge,Missing data/not specified/undetermined
BYRD,14164.11,-120.24527778,47.74055556,Okanogan-Wenatchee National Forest,Natural
SAWMILL,14140.0,-104.86,42.3961,Casper Field Office,Firearms and explosives use
SOUTH INDIAN,14095.0,-115.57663,42.87057,Boise District,Natural
PINE RIDGE,13920.0,-108.388,39.2358,"Northwest District, Grand Junction",Natural
LIVERMORE RANCH  FIRE,13541.0,-104.20666666,30.60133333,Texas A & M Forest Service,Natural
20 MILE,13149.2,-114.4117,41.4558,Elko District Office,Natural
6 MILE,12998.0,-97.3564,27.3672,Padre Island National Seashore,Natural
KUNGIAKROK CREEK,12800.0,-161.8886,67.9378,Alaska Fire Service,Natural
STOUT,12768.0,-115.40838,43.12659,Boise District,Natural
INDIAN,12575.0,-118.8528,37.9028,Central California District,Natural
CRANE ROAD,12500.0,-119.851389,48.060278,Washington State Fire Marshal's Office,Missing data/not specified/undetermined
HANSON,12469.0,-117.6164,41.5,Winnemucca District Office,Natural
WATER FALLS#2,12246.0,-121.7308,44.7331,Warm Springs Agency,Natural
WOLF CREEK,12160.0,-108.1706,47.4828,North Central Montana District,Natural
FRAISER,12091.0,-116.255,39.905,Battle Mountain District Office,Natural
NORTH SCHELL,12046.0,-114.84194444,39.29972222,Humboldt-Toiyabe National Forest,Natural
JAWBONE COMPLEX,12018.0,-118.2383,35.3419,California Desert District,Natural
CAMPINI,12015.0,-110.45,31.38333333,Coronado National Forest,Recreation and ceremony
WYE FIRE,12000.0,-112.964,48.5305,Blackfeet Agency,Debris and open burning
DITCH,12000.0,-114.87861111,46.00333333,Nez Perce - Clearwater National Forests,Natural
POCO,11936.0,-110.86527778,34.16722222,Tonto National Forest,Missing data/not specified/undetermined
BROWNS GULCH,11822.04,-115.97,41.84972222,Humboldt-Toiyabe National Forest,Natural
ALLEGHANY TUNNELS,11381.0,-80.19888889,37.75861111,George Washington & Jefferson National Forests,Railroad operations and maintenance
BUFFALO LAKE ROAD,11299.0,-118.905,48.0214,Colville Agency,Natural
ESTER LAKE,10924.0,-108.2667,48.0667,Malta Field Office,Arson/incendiarism
BUCKSKIN,10720.6,-117.73828,41.79253,Winnemucca District Office,Power generation/transmission/distribution
CINCO DE MAYO ( 06),10658.0,-80.6402,26.3323,Florida Forest Service,Equipment and vehicle use
STEWART,10632.0,-116.498985,33.127028,California Desert District,Natural
SPRING MOUNTAIN,10576.0,-104.301389,30.683611,Texas A & M Forest Service,Natural
SQUIRREL CREEK,10517.0,-106.08333333,41.11666667,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Missing data/not specified/undetermined
MILLIE,10515.0,-111.10333333,45.40055556,Custer Gallatin National Forest,Natural
DUGAN,10473.0,-104.5719,45.8369,Miles City Field Office,Missing data/not specified/undetermined
INDUSTRIAL PARK,10222.0,-146.3333,63.9667,Alaska Fire Service,Missing data/not specified/undetermined
WEBER,10133.0,-108.3025,37.2708,Tres Rios Field Office,Arson/incendiarism
TEN MILE,10056.0,-117.654887,42.07399,Vale District,Natural
MYRTLE,9886.0,-103.54972222,43.60166667,Black Hills National Forest,Equipment and vehicle use
HAY CANYON,9882.0,-103.06361111,43.33222222,Nebraska National Forest,Natural
WEST GARCEAU,9864.2,-114.5143,47.7016,Flathead Agency,Equipment and vehicle use
LIKELY,9838.0,-120.4733,41.0917,Northern California District,Equipment and vehicle use
BROOKMAN,9709.0,-105.4736,48.383,Fort Peck Agency,Debris and open burning
MARIE CREEK,9668.0,-142.6517,65.175,Alaska Fire Service,Natural
HOMER,9560.0,-116.1667,41.8008,Elko District Office,Natural
LITTLE SWALLOW,9500.0,-102.674722,47.590556,Fort Berthold Agency,Missing data/not specified/undetermined
WELLS,9468.0,-107.8883,47.51873,Charles M. Russell National Wildlife Refuge,Natural
IRON,9384.0,-117.806384,44.086694,Vale District,Natural
SWEENEY,9016.0,-106.1817,46.1586,Miles City Field Office,Natural
WHITE DRAW,9000.0,-103.75472222,43.38694444,Black Hills National Forest,Equipment and vehicle use
NOBLE,8954.0,-97.1978,35.2108,Southern Plains Regional Office,Missing data/not specified/undetermined
CON SHEA,8898.0,-116.45538,43.29117,Boise District,Missing data/not specified/undetermined
FERRIS,8796.0,-107.1967,42.2594,Rawlins Field Office,Natural
CANYON,8716.0,-111.13027778,34.71777778,Coconino National Forest,Natural
VISTA,8708.0,-114.93305556,46.15083333,Nez Perce - Clearwater National Forests,Natural
PINE CREEK,8612.0,-110.57527778,45.50638889,Custer Gallatin National Forest,Equipment and vehicle use
BEAR CREEK #4,8522.0,-149.387305,64.109361,Fairbanks Area,Natural
MIDWAY,8435.0,-112.8836,43.4255,Idaho Falls District,Natural
COW CAMP,8333.51,-105.37555556,42.19055556,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Natural
0233,8309.0,-120.9586,44.903,Prineville District,Natural
BONITA,8304.0,-117.8472,44.1775,Vale District,Natural
GILEAD,8189.0,-106.95916667,44.43277778,Bighorn National Forest,Natural
WEST HOLEY LANDS (50),8100.0,-80.8064,26.4139,Florida Forest Service,Natural
SHINGLE,8061.0,-112.64444444,37.43472222,Dixie National Forest,Equipment and vehicle use
DEEP LAKE,8011.0,-81.2636,26.0389,Big Cypress National Preserve,Arson/incendiarism
KDOT,8000.0,-99.742778,39.379444,Kansas Counties,Missing data/not specified/undetermined
SKIDDY WEST ROAD,8000.0,-96.849722,38.885,Kansas Counties,Missing data/not specified/undetermined
LAIDLAW,7935.0,-113.5858,43.1397,Twin  Falls District,Natural
WALKER WYE,7934.0,-122.44192,39.01158,Central California District,Equipment and vehicle use
MIDNIGHT CREEK,7927.0,-141.03,65.93,Alaska Fire Service,Natural
MERINO,7863.0,-114.87,44.65333333,Salmon-Challis National Forest,Natural
CABIN SPRING,7863.0,-114.96111111,45.54472222,Bitterroot National Forest,Natural
COX S WELL,7800.0,-113.2622,43.205,Idaho Falls District,Natural
INDIAN ROAD,7722.0,-96.1922,35.8939,Okmulgee Field Office,Missing data/not specified/undetermined
HEWLETT,7685.0,-105.26805556,40.725,Arapaho and Roosevelt National Forests and Pawnee National Grassland,Recreation and ceremony
WICK,7665.0,-102.9853,43.2861,Pine Ridge Agency,Natural
LIME,7589.5,-116.2094,41.5564,Elko District Office,Natural
HORSE CREEK,7568.0,-107.0764,45.9731,Miles City Field Office,Natural
CANYON,7548.0,-120.44166667,47.44527778,Okanogan-Wenatchee National Forest,Natural
FOX,7474.0,-110.465,32.22694444,Coronado National Forest,Natural
CAIN,7403.0,-117.5031,40.0519,Battle Mountain District Office,Natural
GOAT,7378.0,-119.98444444,48.03277778,Okanogan-Wenatchee National Forest,Arson/incendiarism
BARBOURS CREEK,7351.0,-80.0625,37.63,George Washington & Jefferson National Forests,Fireworks
GREGERSON,7300.0,-114.8114,37.2919,Ely District Office,Natural
HORSE CANYON,7287.0,-104.6625,32.16861111,Lincoln National Forest,Natural
EGAN,7238.0,-114.9997,38.7214,Ely District Office,Equipment and vehicle use
CHURCH CAMP,7221.0,-110.6936,39.8653,Vernal Field Office,Natural
TRE,7153.0,-119.5242,38.7597,Carson City District Office,Debris and open burning
SHORTEN,7092.0,-109.79667,33.32428,San Carlos Agency,Natural
SCHOOL CANYON,7049.0,-110.41194444,31.37,Coronado National Forest,Recreation and ceremony
GLENCOE,6887.0,-96.940556,36.158889,Oklahoma Division of Forestry,Missing data/not specified/undetermined
ANTOINE 2,6837.0,-119.909188,47.930194,Spokane District,Missing data/not specified/undetermined
CUSHING,6580.0,-96.6733,35.9333,Pawnee Agency,Missing data/not specified/undetermined
TRAPPER CABIN,6558.0,-113.6022,42.9411,Twin  Falls District,Natural
NINNEKAH,6500.0,-97.894444,34.889167,Oklahoma Division of Forestry,Missing data/not specified/undetermined
BOY,6500.0,-112.9951,48.6153,Blackfeet Agency,Power generation/transmission/distribution
BEAR CUB,6493.0,-110.02416667,43.87972222,Bridger-Teton National Forest,Natural
PARISH CABIN FIRE,6481.0,-118.78194444,44.17222222,Malheur National Forest,Arson/incendiarism
BALANCED ROAD,6425.0,-115.0022,42.5783,Twin  Falls District,Equipment and vehicle use
WENTWORTH,6380.0,-99.595,42.773,Nebraska Forest Service,Natural
NEKAKTE,6297.9,-158.5664,67.3394,Alaska Fire Service,Natural
CALFEX COMPLEX,6278.0,-96.84,39.196667,Fort Riley Kansas,Missing data/not specified/undetermined
WHITE ROCK,6270.0,-114.1011,38.0947,Ely District Office,Natural
DITTO,6179.0,-115.82538,43.31232,Boise District,Fireworks
BUCKHORN,6169.0,-120.135,48.17777778,Okanogan-Wenatchee National Forest,Natural
TIDWELL,6169.0,-106.362,45.085,Miles City Field Office,Natural
SPRINGS,6146.0,-116.04638889,44.09222222,Boise National Forest,Missing data/not specified/undetermined
HIGHWAY 20,6134.0,-115.60466,43.17752,Boise District,Power generation/transmission/distribution
HAMILTON,6108.0,-114.88972222,45.58,Bitterroot National Forest,Natural
DONNY BROOK FIRE,6070.0,-101.873883,48.505417,North Dakota State Forest Service,Railroad operations and maintenance
SARDINE,6070.0,-117.514184,44.723697,Vale District,Natural
BASIN,6057.0,-114.3375,37.5503,Ely District Office,Natural
POISON,5962.0,-120.51527778,47.45527778,Okanogan-Wenatchee National Forest,Natural
SAWTOOTH,5927.0,-114.30722222,46.22861111,Bitterroot National Forest,Natural
LITTLE BOXELDER,5882.0,-105.659897,42.7459,Casper Field Office,Natural
BORDER,5779.0,-106.13225,44.99911,Buffalo Field Office,Natural
PINYON,5766.0,-111.933,40.433,Salt Lake Field Office,Natural
SUNRISE MINE,5742.0,-108.9889,38.4358,"Southwest District, Montrose",Missing data/not specified/undetermined
BLUE MTN,5721.0,-117.86079,42.22049,Vale District,Natural
BUCK CREEK 0280,5557.0,-119.902086,43.817792,Prineville District,Natural
DUMP,5507.0,-111.943297,40.3306,Salt Lake Field Office,Firearms and explosives use
CONDON MOUNTAIN,5500.0,-113.66777778,47.60083333,Flathead National Forest,Natural
COYOTE POINT,5458.1,-118.2431,41.5975,Winnemucca District Office,Natural
DEER HOLLOW,5441.0,-113.15916667,42.07166667,Sawtooth National Forest,Natural
SQUAW CREEK,5305.0,-112.04638889,34.06583333,Tonto National Forest,Natural
POWER LINE,5265.5,-106.9093,45.9773,Eastern Land Office,Natural
SQUARE ROCK,5221.0,-115.00083333,45.96916667,Nez Perce - Clearwater National Forests,Natural
MISTAKE PEAK,5220.0,-111.14666667,33.89722222,Tonto National Forest,Recreation and ceremony
PONY,5157.0,-111.95777778,45.66861111,Beaverhead-Deerlodge National Forest,Natural
BANNER 4,5132.0,-116.573333,33.083889,San Diego Unit,Missing data/not specified/undetermined
WOLF,5126.0,-108.395,40.2853,"Northwest District, Craig",Natural
ALLEY 37 NORTH ( 06 ),5100.0,-80.6627,26.2005,Florida Forest Service,Natural
SHIVWITS,5032.0,-113.825,37.18361,Southern Paiute Agency,Natural
WF FROZEN ;POINT,5021.0,-94.48055556,29.55694444,Anahuac National Wildlife Refuge,Natural
WALL CREEK,5011.0,-113.18388889,47.80055556,Flathead National Forest,Natural
GOSHEN RANGE,5000.0,-104.3546,42.557033,Wyoming State Forestry,Natural
BANANA LAKE,4960.0,-117.17139,42.203694,Vale District,Natural
RUSSELLS CAMP FIRE,4905.41,-105.87972222,42.495,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Natural
OUTHOUSE,4805.0,-109.493,48.5889,Malta Field Office,Railroad operations and maintenance
OTTER CREEK,4753.2,-160.2914,67.0336,Alaska Fire Service,Natural
COUGAR,4740.0,-114.58,45.80555556,Bitterroot National Forest,Natural
TOWER,4723.0,-100.8461,43.5775,Rosebud Agency,Debris and open burning
STROUD FIRES,4680.0,-109.0667,45.3167,Southern Land Office,Natural
RANGE,4635.0,-114.7878,39.2744,Ely District Office,Firearms and explosives use
NOATAK GRAND CANYON,4625.6,-160.7306,67.8775,Noatak Preserve,Natural
241,4615.0,-119.884444,46.526389,Spokane District,Missing data/not specified/undetermined
CHIMNEY,4597.0,-115.6664,40.6164,Elko District Office,Natural
RAPID CREEK,4556.0,-112.94361111,47.38083333,Flathead National Forest,Natural
COUNTY 27 FIRE,4440.0,-96.58,48.517222,Minnesota Department of Natural Resources,Missing data/not specified/undetermined
SCOTTS,4416.0,-123.05031,39.15006,Central California District,Recreation and ceremony
RHYOLITE,4358.0,-113.9558,41.2414,Salt Lake Field Office,Natural
PLATEAU,4345.0,-113.775497,36.2063,Arizona Strip Field Office,Natural
BEAN CANYON,4325.0,-111.2778,46.1728,Central Land Office,Natural
MOSS AGATE,4300.0,-104.025,43.37138889,Nebraska National Forest,Natural
STUD,4297.0,-115.38,41.5578,Elko District Office,Natural
KANE,4246.0,-114.6497,37.1,Ely District Office,Natural
WILLIAMS,4200.0,-117.81305556,34.23833333,Angeles National Forest,Equipment and vehicle use
PRISONER LAKE,4186.0,-113.15888889,47.54055556,Flathead National Forest,Natural
SITES COMPLEX,4185.0,-122.39578,39.35442,Central California District,Arson/incendiarism
20142,4160.0,-95.64361111,35.10472222,Oklahoma Division of Forestry,Arson/incendiarism
EAGLE CREEK,4150.0,-106.55736,45.44069,Northern Cheyenne Agency,Natural
LOWER NORTH FORK,4142.0,-105.21694444,39.43583333,Pike and San Isabel National Forest,Debris and open burning
PAHROC,4117.0,-115.0019,37.4253,Ely District Office,Missing data/not specified/undetermined
COTTONWOOD,4100.0,-103.728889,42.735556,Nebraska Forest Service,Natural
WILSON,4100.0,-108.4358,46.367,Southern Land Office,Missing data/not specified/undetermined
LYTLE,4099.0,-117.181384,43.945794,Vale District,Natural
SPANISH PEAK,4058.0,-95.9525,35.8178,Okmulgee Field Office,Debris and open burning
STAFFORD,4047.0,-123.08444444,40.5175,Shasta-Trinity National Forest,Equipment and vehicle use
93RD ST NE,4045.0,-100.6415028,46.92632222,North Dakota State Forest Service,Recreation and ceremony
BAR CREEK,4033.0,-112.94444444,47.34472222,Flathead National Forest,Natural
JUNIPER,4024.0,-106.4269,46.1286,Miles City Field Office,Natural
WF UNIT 3'S COMPANY,4006.9,-94.12305556,29.67361111,McFaddin National Wildlife Refuge,Natural
LONG CANYON,4000.0,-112.3324052,41.36977834,Utah Division Forestry Fire State Lands,Natural
SHAMROCK FIRE,3990.0,-96.519444,35.866389,Oklahoma Division of Forestry,Missing data/not specified/undetermined
UPPER BEE,3926.0,-107.2781,43.8386,Worland Field Office,Natural
BORDER 6,3910.0,-116.242944,32.607709,California Desert District,Missing data/not specified/undetermined
BAKERS PEAK,3900.0,-98.77944444,34.80194444,Wichita Mountains National Wildlife Refuge,Equipment and vehicle use
UYON LAKES,3894.1,-160.1333,67.85,Alaska Fire Service,Natural
PAHL RIVER,3887.6,-155.7669,66.6531,Alaska Fire Service,Natural
WEEKS,3871.5,-119.2161,39.2097,Carson City District Office,Natural
SEMINOE,3829.0,-106.9128,42.1861,Rawlins Field Office,Natural
HWY 77 AND NW 150TH,3800.0,-96.924722,38.0075,Kansas Counties,Natural
NINETEEN MILE,3789.0,-112.3439,45.8386,Butte Field Office,Natural
KOKRINES HILLES,3719.6,-153.5108,65.5814,Alaska Fire Service,Natural
SHIPWRECK,3717.0,-78.65361111,38.50916667,George Washington & Jefferson National Forests,Arson/incendiarism
NELSON  W1,3661.0,-120.4269,41.2917,Northern California District,Natural
HOT SPRINGS,3660.0,-115.00277778,45.74472222,Nez Perce - Clearwater National Forests,Natural
KNIFEBLADE RIDGE,3618.8,-155.0992,69.1967,Alaska Fire Service,Natural
ANTELOPE 2,3589.0,-117.3389,39.9175,Battle Mountain District Office,Equipment and vehicle use
BURNT STRIP,3570.0,-114.64666667,45.84777778,Bitterroot National Forest,Natural
CYGNET,3540.0,-110.6386,44.6669,Yellowstone National Park,Natural
FILLMORE COUNTY,3500.0,-97.81666667,40.51666667,Rainwater Basin Wetland Management District,Debris and open burning
LAGOON CREEK,3500.0,-96.6594,36.1842,Pawnee Agency,Missing data/not specified/undetermined
FERN LAKE,3498.0,-105.563333,40.361111,Rocky Mountain National Park,Missing data/not specified/undetermined
CARTER SPRINGS,3461.0,-119.6278,39.7653,Carson City District Office,Missing data/not specified/undetermined
BLUE JOINT,3435.0,-119.620187,42.7247,Lakeview District,Missing data/not specified/undetermined
PINE CREEK NORTH,3400.0,-85.9853,46.2998,Seney National Wildlife Refuge,Natural
