name,acres,lon,lat,reporter,cause
15533 BIG CREEK 2,312918.3,-155.009,64.7343333,Nowitna National Wildlife Refuge,Natural
SODA,283180.0,-116.95946,43.1175,Boise District,Natural
15449 SUSHGITIT HILLS,276038.1,-153.47007111,65.80116239,Koyukuk National Wildlife Refuge,Natural
NORTH STAR,218138.0,-119.00175,48.33814,Colville Agency,Equipment and vehicle use
15539 HOLTNAKATNA,213254.1,-156.2148333,65.1843333,Koyukuk National Wildlife Refuge,Natural
TUNK BLOCK,165883.4,-119.4631,48.5258,Spokane District,Natural
ROUGH,151623.0,-118.90472222,36.87361111,Sierra National Forest,Natural
ISAHULTILA,149359.3,-154.6811,65.8694,Alaska Fire Service,Natural
ROCK,142650.4,-153.9997,66.0003,Alaska Fire Service,Natural
LIME BELT,132646.0,-119.6831,48.5706,Spokane District,Natural
15362 BLAZO,121339.2,-157.6111667,63.4183333,Innoko National Wildlife Refuge,Natural
15481 BERING CREEK,112806.8,-153.55,64.9833333,Nowitna National Wildlife Refuge,Natural
SEA,111193.8,-153.7333,64.1,Alaska Fire Service,Natural
15469 BIG MUD RIVER 1,103967.5,-152.9258334,64.6736667,Nowitna National Wildlife Refuge,Natural
CANYON CREEK,101028.0,-118.9292,44.3178,Prineville District,Natural
MUNSATLI 2,100524.0,-153.0192,63.6292,Alaska Fire Service,Natural
SPICER CREEK,98247.1,-151.6895,65.32883,Alaska Fire Service,Natural
15359 THREE DAY,97303.0,-157.627,65.7888334,Koyukuk National Wildlife Refuge,Natural
TEPEE SPRINGS,95709.0,-116.24805556,45.20861111,Payette National Forest,Natural
HAY SLOUGH,91444.2,-151.6,65.0833,Alaska Fire Service,Natural
REACH,88483.5,-120.0389,47.8136,Spokane District,Natural
TORMENT CREEK,82432.2,-151.3,65.94,Alaska Fire Service,Natural
BUTTE CREEK,80212.0,-117.76277778,46.06861111,Umatilla National Forest,Natural
TOZITNA,78212.5,-152.4269,65.3314,Alaska Fire Service,Natural
VALLEY,76067.0,-122.759707,38.843988,Sonoma-Lake Napa Unit,Missing data/not specified/undetermined
IDITAROD RIVER,75135.0,-158.02,62.58,Alaska Fire Service,Missing data/not specified/undetermined
BUTTE,70868.0,-120.695967,38.342719,Amador-El Dorado Unit,Missing data/not specified/undetermined
BEAR CREEK,69435.0,-113.58916667,47.84722222,Flathead National Forest,Natural
ROCKY,69363.0,-122.49306,38.91194,Central California District,Other causes
HAPPY,68040.97,-123.46138889,40.89861111,Shasta-Trinity National Forest,Natural
WHITEFISH LAKE 1,67778.0,-160.38,61.37,Alaska Fire Service,Natural
COUNTY LINE 2,66613.0,-121.3767,44.8297,Warm Springs Agency,Equipment and vehicle use
LLOYD,66267.9,-151.7667,64.65,Alaska Fire Service,Natural
WOLVERINE,65621.0,-120.66388889,48.22611111,Okanogan-Wenatchee National Forest,Natural
CARPENTER ROAD,64007.7,-118.2164,47.9892,Spokane District,Arson/incendiarism
BLIND RIVER,60806.6,-152.96714,65.13042,Alaska Fire Service,Natural
15363 WEST FORK,59532.5,-149.87,66.35,Yukon Flats National Wildlife Refuge,Natural
CORNET,56331.0,-117.88305556,44.50888889,Wallowa-Whitman National Forest,Natural
15547 NORTH ANIAK,55704.0,-159.65,61.65,Yukon Delta National Wildlife Refuge,Natural
15340 DULBI RIVER,54503.0,-156.2167,65.2667,Koyukuk National Wildlife Refuge,Natural
STICKPIN,54354.03,-118.46166667,48.75638889,Colville National Forest,Natural
TOBATOKH,54036.0,-153.2667,65.8667,Alaska Fire Service,Natural
SPOTTED EAGLE,53640.0,-113.05638889,48.17166667,Helena - Lewis and Clark National Forest,Natural
COUGAR CREEK,53523.0,-121.3725,46.1425,Gifford Pinchot National Forest,Natural
15601 LOST RIVER,52108.5,-154.7586,64.3661,Nowitna National Wildlife Refuge,Natural
LAKE,51000.0,-116.90083333,34.15694444,San Bernardino National Forest,Missing data/not specified/undetermined
15480 HARDPAC CREEK,50773.7,-148.9061,66.8678,Yukon Flats National Wildlife Refuge,Natural
