name,acres,lon,lat,reporter,cause
RABBIT CREEK #1,146400.0,-115.62833333,43.78166667,Boise National Forest,Natural
TYEE CREEK,140000.0,-120.33333333,47.83333333,Okanogan-Wenatchee National Forest,Natural
CORRAL CREEK,115659.0,-116.17833333,45.115,Payette National Forest,Natural
PORPHYRY SOUTH,84677.0,-115.48166667,45.295,Payette National Forest,Natural
BABY DEAN,60300.0,-106.8839,45.45,Northern Cheyenne Agency,Arson/incendiarism
BLACKWELL,55890.0,-116.005,44.95666667,Payette National Forest,Natural
HWY 41,48851.0,-120.7343,35.4333,Central California District,Arson/incendiarism
COTTONWOOD,46800.0,-120.31666667,39.54166667,Tahoe National Forest,Arson/incendiarism
BARKLEY,44683.0,-121.67833333,40.135,Lassen National Forest,Natural
SWAMP CRK,44140.0,-118.101,43.3665,Vale District,Natural
404275,43329.7,-155.419,62.7827,Alaska Fire Service,Natural
GREGERSON,43000.0,-114.8008,37.25,Southern Nevada District Office,Natural
FLAT COMPLEX,41800.0,-108.84722137,31.52361106,New Mexico State Forestry Division,Missing data/not specified/undetermined
LECLAIRE,33490.0,-121.2845,44.8665,Warm Springs Agency,Other causes
ELEVATOR,31395.0,-112.4369,42.0427,Idaho Falls District,Natural
STAR GULCH,30655.0,-115.93333333,43.695,Boise National Forest,Arson/incendiarism
FYU E 76,30600.0,-142.0526,66.5497,Alaska Fire Service,Natural
RAT,29435.0,-120.74333333,47.54666667,Okanogan-Wenatchee National Forest,Smoking
JACK #1,28953.0,-123.63833333,41.635,Klamath National Forest,Natural
RATTLESNAKE,27720.0,-109.30333333,31.90666667,Coronado National Forest,Natural
FISH DAY,24600.0,-77.11666667,34.88333333,National Forests in North Carolina,Arson/incendiarism
MOORE,24175.0,-117.746,41.2999,Winnemucca District Office,Natural
412312,22420.0,-145.2856,63.8329,Alaska Fire Service,Natural
TWIN LAKES,22330.0,-117.05333333,42.08666667,Wallowa-Whitman National Forest,Natural
POT,22200.0,-107.46166667,33.70166667,Cibola National Forest,Natural
POINT WELL,21470.0,-113.4342,42.8166,Idaho Falls District,Recreation and ceremony
BUTTE CITY,21433.0,-113.15,43.603,Idaho Falls District,Equipment and vehicle use
PERKINS,21276.0,-114.4675,35.5667,Phoenix District Office,Natural
PALM,20901.0,-116.50833333,33.63666667,San Bernardino National Forest,Natural
HOLYLAND,17000.0,-80.745,26.3689,Florida Forest Service,Natural
RELAPSE,17000.0,-107.58110809,33.80361175,New Mexico State Forestry Division,Missing data/not specified/undetermined
TAL NE 33,16300.0,-151.3692,65.6162,Alaska Fire Service,Natural
GOOSE CRK,16000.0,-114.2675,41.8999,Elko District Office,Natural
KING COUNTY FIRE,15312.0,-100.04809345,33.71352598,Texas A & M Forest Service,Missing data/not specified/undetermined
RINCON,14590.0,-110.49833333,32.19,Coronado National Forest,Natural
432225,14000.0,-155.6526,65.8328,Alaska Fire Service,Natural
HAWLEY 2,13940.0,-113.4014,42.7369,Idaho Falls District,Natural
ORGAN,13804.0,-107.1672,32.2834,Las Cruces Field Office,Natural
THIRTYMILE,13800.0,-120.3345,45.1665,Prineville District,Natural
