name,acres,lon,lat,reporter,cause
GLASS,220000.0,-101.0438,31.74216,Texas A & M Forest Service,Missing data/not specified/undetermined
BASIN COMPLEX,162818.0,-121.65833333,36.28111111,Los Padres National Forest,Natural
DUNN MOUNTAIN ASSIST,102379.53,-108.3417,46.2377,Southern Land Office,Natural
HUCKABEE FIRE,98168.0,-101.5342,30.63117,Texas A & M Forest Service,Missing data/not specified/undetermined
INDIANS,81378.0,-121.43083333,36.10527778,Los Padres National Forest,Recreation and ceremony
COAL PLANT,78000.0,-119.76777778,45.66194444,Umatilla National Wildlife Refuge,Natural
GUNBARREL,68148.0,-109.8225,44.495,Shoshone National Forest,Natural
322 FIRE (133),67500.0,-99.43667,28.3025,Texas A & M Forest Service,Missing data/not specified/undetermined
STILES COMPLEX,67008.0,-103.437778,32.835556,Capitan District,Missing data/not specified/undetermined
MILL,65834.0,-123.59472222,41.56333333,Six Rivers National Forest,Natural
E. SLIDE ROCK RIDGE,54545.0,-115.32666667,41.78,Humboldt-Toiyabe National Forest,Natural
PORTER,51400.0,-102.600556,30.59,Texas A & M Forest Service,Missing data/not specified/undetermined
ROCKY,49092.0,-104.92916667,32.44777778,Lincoln National Forest,Natural
CAMP                     ,47647.0,-121.38305555,39.88,Lassen-Modoc Unit,Natural
BRIDGER,45814.0,-103.76944444,37.52694444,Pike and San Isabel National Forest,Natural
PANTHER,44452.0,-123.43166667,41.5925,Klamath National Forest,Natural
HUGHES RANCH,43241.0,-104.32,30.48167,Texas A & M Forest Service,Equipment and vehicle use
EVANS ROAD FIRE,41060.0,-76.37,35.7,Pocosin Lakes National Wildlife Refuge,Natural
MUSTANG CORNER,39465.0,-80.575,25.5642,Everglades National Park,Missing data/not specified/undetermined
BARBER COUNTY,38400.0,-98.8,37.2,Kansas Counties,Missing data/not specified/undetermined
JAKE,38394.0,-123.37611111,41.35638889,Six Rivers National Forest,Natural
MYAKKA CUT,38000.0,-80.9675,26.81083,Florida Forest Service,Arson/incendiarism
SOUTH BARKER,37725.0,-115.22888889,43.62527778,Sawtooth National Forest,Natural
PIUTE,37026.0,-118.40027778,35.41916667,Sequoia National Forest,Recreation and ceremony
TELEGRAPH,34091.0,-119.99694444,37.5675,Stanislaus National Forest,Missing data/not specified/undetermined
EIGHTY-TWO FIRE,33037.0,-100.09,33.548333,Texas A & M Forest Service,Missing data/not specified/undetermined
IRON,32903.0,-122.86611111,40.14583333,Shasta-Trinity National Forest,Natural
YELLOW,32250.0,-123.09638889,40.07555556,Mendocino National Forest,Natural
EAGLE,32059.0,-123.16666667,40.73416667,Shasta-Trinity National Forest,Natural
NORTH MINIDOKA,31616.2,-113.4867,42.7961,Idaho Falls District,Equipment and vehicle use
BUCKHORN,31419.0,-123.28527778,40.86666667,Shasta-Trinity National Forest,Natural
FREEWAY,30305.0,-117.73888889,33.87277778,Cleveland National Forest,Missing data/not specified/undetermined
SNYDER COMPLEX,28625.0,-100.9218,32.71048,Texas A & M Forest Service,Missing data/not specified/undetermined
MOTION,28336.0,-122.43444444,40.71666667,Shasta-Trinity National Forest,Natural
LAKEHEAD                 ,27936.0,-122.47388888,40.67305555,Shasta-Trinity Unit,Natural
BURNS RANCH FIRE,25600.0,-98.12082,26.55495,Texas A & M Forest Service,Missing data/not specified/undetermined
JACKIES BUTTE,25491.0,-117.58829,42.6025,Vale District,Natural
CEDAR,25398.0,-123.43361111,40.78138889,Shasta-Trinity National Forest,Natural
MAYBERRY,25385.0,-107.9967,40.7861,"Northwest District, Craig",Natural
BONNIE,25329.0,-105.0689,33.2894,Roswell Field Office,Natural
LIME,25199.0,-123.42277778,40.51833333,Shasta-Trinity National Forest,Natural
MINERS,24776.0,-123.30555556,40.66972222,Shasta-Trinity National Forest,Natural
THREE LAKES 08,24058.0,-144.216667,66.083333,Yukon Flats National Wildlife Refuge,Natural
HUMBOLDT,23344.0,-121.736696,39.762464,Butte Unit,Arson/incendiarism
FOUR LAKES,23000.0,-103.531667,33.3225,Capitan District,Missing data/not specified/undetermined
CATHEDRAL FIRE,23000.0,-103.3608,30.31367,Texas A & M Forest Service,Natural
COLUMBIA RIVER ROAD,22155.0,-119.1719,48.1386,Colville Agency,Arson/incendiarism
MIDDLE FORK,21125.0,-122.25611111,42.71916667,Rogue River-Siskiyou National Forest,Natural
SILVER FIRE,20200.0,-100.7085,32.05446,Texas A & M Forest Service,Missing data/not specified/undetermined
0250 JACK KNIFE,20115.0,-120.5958,45.3094,Prineville District,Natural
RATTLE,19775.0,-122.54388889,43.32944444,Umpqua National Forest,Natural
SWANSON LAKES,19090.0,-118.4283,47.7086,Spokane District,Missing data/not specified/undetermined
COTULLA FIRE,19000.0,-99.3118,28.52025,Texas A & M Forest Service,Missing data/not specified/undetermined
BLUE 2,17540.0,-123.82055556,41.56527778,Six Rivers National Forest,Natural
VINEGAR,17449.0,-122.93083333,40.06722222,Mendocino National Forest,Natural
BUCKEYE 4,16837.0,-103.581944,32.819722,Capitan District,Missing data/not specified/undetermined
ELLISON FIRE,16000.0,-102.789,31.384,Texas A & M Forest Service,Missing data/not specified/undetermined
LITTLE CREEK,15804.3,-144.0481,67.2081,Alaska Fire Service,Natural
CLOVER,15300.0,-118.13361111,36.11666667,Sequoia National Forest,Natural
HALF,15118.0,-123.52777778,40.77111111,Six Rivers National Forest,Natural
NEW FORK,15089.0,-109.91277778,43.10833333,Bridger-Teton National Forest,Recreation and ceremony
BADGER MT,15023.0,-120.2078,47.4578,Spokane District,Power generation/transmission/distribution
