name,acres,lon,lat,reporter,cause
OLD GROUCH TOP,308922.7,-152.3878,63.3075,Alaska State Office,Natural
FROZEN CALF,237494.0,-142.9383,66.8442,Alaska State Office,Natural
HESS CREEK,182908.0,-148.3586,65.6967,Alaska State Office,Natural
SWAN LAKE,167182.9,-150.4369,60.6306,Alaska State Office,Natural
BEARNOSE HILL,130960.0,-143.5697,66.4894,Alaska State Office,Natural
WOODBURY,123875.0,-111.20972222,33.40777778,Tonto National Forest,Recreation and ceremony
SHEEP,112106.7,-112.5228,43.7147,Idaho Falls District,Natural
NORTH RIVER,111898.0,-160.1019,65.2439,Alaska State Office,Natural
BLACK RIVER,103268.6,-142.2247,66.0728,Alaska State Office,Natural
LITTLE MUD RIVER,97568.1,-153.2817,64.9053,Alaska State Office,Natural
TRACTOR TRAIL 2,96783.8,-144.0533,66.31,Alaska State Office,Natural
HURST CREEK,85260.5,-157.339333,63.0165,Southwest Area,Missing data/not specified/undetermined
LITTLE CRAZY MOUNTAIN,78132.2,-146.1614,65.8131,Alaska State Office,Natural
KINCADE,76825.0,-122.7664,38.7961,Central California District,Power generation/transmission/distribution
POT HOLE,67069.5,-115.5239,42.7769,Twin  Falls District,Missing data/not specified/undetermined
SMITH CREEK,64849.4,-159.3178,62.065,Alaska State Office,Natural
HADWEENZIC RIVER,60633.0,-146.5997,66.6061,Alaska State Office,Natural
WALKER,54608.0,-120.6689,40.05325,Plumas National Forest,Missing data/not specified/undetermined
WILDERNESS,52497.0,-152.1711,64.3178,Alaska State Office,Natural
PAGE MOUNTAIN,51455.1,-155.564444,63.326667,Southwest Area,Missing data/not specified/undetermined
FORAKER,49527.8,-151.7494,63.5,Alaska State Office,Natural
GROUSE CREEK,48464.8,-150.0333,65.6244,Alaska State Office,Natural
WILLIAMS FLATS,44446.0,-118.6204,47.94577,Colville Agency,Natural
SAWGRASS (6),42000.0,-80.6537,26.2092,Florida Forest Service,Natural
COLD CREEK,41748.0,-119.7579,46.56959,Hanford Reach National Monument,Recreation and ceremony
BERGMAN CREEK,40670.7,-153.4311,66.3058,Alaska State Office,Natural
TETTJAJIK CREEK,39305.8,-141.6767,66.5383,Alaska State Office,Natural
OREGON LAKES,34740.5,-146.0022,63.9064,Alaska State Office,Arson/incendiarism
LLOYD MOUNTAIN,34328.2,-151.485,64.6519,Alaska State Office,Natural
GRAYLING CREEK,30993.9,-143.1297,67.2858,Alaska State Office,Natural
ETHEL CREEK,29846.0,-156.5175,60.2342,Alaska State Office,Natural
PEDRO MOUNTAIN,23408.0,-106.89263,42.35047,Rawlins Field Office,Natural
POKER,23400.0,-119.6478,42.60963,Hart Mountain National Antelope Refuge,Natural
LOUIS LAKE,23065.6,-157.3333,65.3169,Alaska State Office,Natural
MARR,23039.7,-145.8086,65.8022,Alaska State Office,Natural
243 COMMAND,22672.0,-119.898,46.86923,Columbia National Wildlife Refuge,Missing data/not specified/undetermined
SHOVEL CREEK,22487.5,-148.4153,64.9869,Alaska State Office,Natural
SUNSHINE MOUNTAINS,21849.6,-155.035967,63.4,Southwest Area,Missing data/not specified/undetermined
SHERIDAN,21510.0,-112.89027778,34.67777778,Prescott National Forest,Natural
TWO ALPHA  ( 50 ) ,21100.0,-80.4669,26.3667,Florida Forest Service,Natural
VICTORIA MOUNTAIN,20922.9,-146.9522,65.8294,Alaska State Office,Natural
MCARTHUR CREEK,20081.0,-141.05,62.9978,Alaska State Office,Natural
CASTLE,19368.0,-112.22805556,36.53111111,Kaibab National Forest,Natural
NECK,19151.0,-113.1514,38.0028,Cedar City Field Office,Natural
RAINBOW 2,18452.4,-146.2811,64.145,Alaska State Office,Natural
NUGGET CREEK,17498.7,-146.55537,64.87397,Fairbanks Area,Missing data/not specified/undetermined
COLDWATER,16790.0,-111.30222222,34.49194444,Coconino National Forest,Natural
GAP,16711.0,-109.9969,33.2611,San Carlos Agency,Arson/incendiarism
