name,acres,lon,lat,reporter,cause
SADDLE DRAW,280141.0,-118.2244,43.3283,Vale District,Natural
CARLTON,255575.0,-120.0881,48.5111,Spokane District,Natural
140 FUNNY RIVER,196722.2,-150.961883,60.43945,Kenai National Wildlife Refuge,Missing data/not specified/undetermined
FRYING PAN,115279.2,-123.35583333,41.7725,Klamath National Forest,Natural
KING,97717.0,-120.6022222,38.7925,Eldorado National Forest,Missing data/not specified/undetermined
BUZZARD,87141.0,-118.4256,43.6161,Burns District,Natural
SKUNK,73682.0,-109.9772,33.4169,San Carlos Agency,Natural
BIG COUGAR,65200.0,-116.8386,45.9706,Cottonwood Field Office,Natural
0649 MURDERERS SOUTH,64531.0,-119.4664,44.2636,Prineville District,Natural
ALLIGATOR (06),57000.0,-80.5919,26.2328,Florida Forest Service,Natural
SHANIKO BUTTE,50900.0,-121.25165,44.99286,Warm Springs Agency,Natural
EILER,47958.0,-121.55222222,40.71944444,Lassen National Forest,Missing data/not specified/undetermined
SOMERS,36185.0,-116.52111111,45.62833333,Wallowa-Whitman National Forest,Natural
0358 BLACK ROCK,35724.0,-120.6333,44.9783,Prineville District,Natural
OREGON GULCH,35129.0,-122.345,42.0478,Medford District,Natural
PREACHER,33867.0,-114.0842,43.2122,Twin  Falls District,Natural
WHITES,33758.0,-123.00222222,41.2675,Klamath National Forest,Natural
BEAVER,32496.0,-122.87972222,41.92444444,Klamath National Forest,Natural
BALD,31872.0,-121.61638889,40.99972222,Lassen National Forest,Natural
0368 PINE CREEK,30251.0,-120.3267,44.7947,Prineville District,Natural
HIGGINS FIRE,29611.0,-100.1156333,36.0833,Texas A & M Forest Service,Missing data/not specified/undetermined
BEAVER CREEK,27337.0,-118.4256,43.6161,Burns District,Natural
0539 SNIPTION,25937.0,-120.3497,45.2355,Prineville District,Equipment and vehicle use
SADDLE MOUNTAIN,25000.0,-119.9933,46.8597,Spokane District,Missing data/not specified/undetermined
100 MILE CREEK,23270.0,-146.31786,64.03386,Alaska Fire Service,Missing data/not specified/undetermined
0319 DONNY BROOK,22760.0,-120.6111,44.7128,Prineville District,Natural
SLIDE,22077.0,-111.75472222,34.95166667,Coconino National Forest,Missing data/not specified/undetermined
MILLS CANYON,22001.0,-120.2906,47.6626,Spokane District,Other causes
ALKALI,19569.0,-108.05758,40.70036,"Northwest District, Craig",Equipment and vehicle use
SPIDER,17683.0,-96.435031,36.611128,Osage Agency,Debris and open burning
DEADHORSE,17459.6,-118.71285,48.2914,Colville Agency,Natural
0347 WARD CREEK,16779.0,-120.8933,44.8467,Prineville District,Natural
JOHNSON BAR,16278.0,-115.56138889,46.08666667,Nez Perce - Clearwater National Forests,Natural
COLEMAN,15233.0,-119.7758,41.9281,Northern California District,Natural
MALONE FIRE,14987.0,-101.5422167,30.23338333,Texas A & M Forest Service,Debris and open burning
RESERVE,14910.6,-96.49756,36.50092,Osage Agency,Debris and open burning
ASAAYII LAKE,14712.0,-108.92028,35.99647,Navajo Region Fire and Aviation Management,Debris and open burning
BONE CREEK BASIN,14700.0,-118.6678,42.4044,Burns District,Natural
