name,acres,lon,lat,reporter,cause
CLEAR CREEK,172135.0,-114.495,45.22166667,Salmon-Challis National Forest,Natural
ZITZIANA,164387.0,-151.1924,64.7231,Alaska Fire Service,Natural
24 COMMAND,163884.0,-119.77277778,46.57194444,Hanford Reach National Monument,Equipment and vehicle use
DIAMOND POINT,149772.0,-115.18583333,45.15138889,Payette National Forest,Natural
BEAR,145040.0,-114.01722222,45.96416667,Bitterroot National Forest,Natural
BERING CREEK,141497.0,-153.4117,64.9283,Alaska Fire Service,Natural
KATES BASIN,137069.0,-108.5921,43.3025,Wind River Agency,Natural
SPIRIT LAKE,97271.0,-153.0351,63.9503,Alaska Fire Service,Natural
GRAND CREEK,93317.0,-152.9649,64.565,Alaska Fire Service,Natural
JASPER,83508.0,-103.88666667,43.73166667,Black Hills National Forest,Arson/incendiarism
TOSTON MAUDLOW,81220.0,-111.27376,46.20297,Butte Field Office,Equipment and vehicle use
JACKSON,79914.0,-117.313,44.1963,Vale District,Natural
MANTER,75000.0,-118.28388889,35.86777778,Sequoia National Forest,Missing data/not specified/undetermined
FLOSSIE,74998.0,-115.28555556,45.38472222,Payette National Forest,Natural
COUNTYZONE,73694.0,-114.9509,41.0999,Elko District Office,Natural
DOUBLE H,70876.2,-118.0507,41.6493,Winnemucca District Office,Natural
COFFEE PNT,68952.0,-112.9367,43.1685,Idaho Falls District,Natural
BURGDORF JCT.,64631.0,-115.89166667,45.27666667,Payette National Forest,Natural
MALONEY,64510.0,-116.61916667,46.05083333,Wallowa-Whitman National Forest,Natural
LITTLE PISTOL,63760.0,-115.33416667,44.76027778,Salmon-Challis National Forest,Natural
STAG,61649.0,-106.20333333,45.31722222,Custer Gallatin National Forest,Natural
YUKONCREEK,61291.0,-158.0525,64.1993,Alaska Fire Service,Natural
JIM CREEK RANCH,56319.0,-116.86666667,45.9125,Wallowa-Whitman National Forest,Natural
WEST BASIN,56010.0,-114.45027778,41.97333333,Sawtooth National Forest,Natural
STORRIE,55261.0,-121.3175,39.91694444,Plumas National Forest,Railroad operations and maintenance
FLAT TOP,53605.0,-113.1344,42.9346,Idaho Falls District,Natural
MAYNARD,48300.0,-114.02333333,45.83,Bitterroot National Forest,Natural
CERRO GRANDE,47650.0,-106.41665,35.85004,Bandelier National Monument,Debris and open burning
COOK RANCH,47000.0,-103.03333333,30.43333333,Texas A & M Forest Service,Natural
MULE DRY,46802.0,-120.3853,46.0812,Yakama Agency,Natural
MUSSIGBROD,46681.0,-113.3175,45.84194444,Beaverhead-Deerlodge National Forest,Natural
POWDERHORN,45767.7,-101.11833333,42.69333333,Nebraska National Forest,Natural
TWIN PEAKS,42563.0,-118.0007,39.6099,Carson City District Office,Natural
JOHNNY,42212.0,-104.44670001,34.39666998,New Mexico State Forestry Division,Railroad operations and maintenance
VALENTINE,40333.199,-103.6017,33.16166999,New Mexico State Forestry Division,Missing data/not specified/undetermined
ARAGONITE,39937.0,-112.99205,40.70895,Salt Lake Field Office,Natural
BEARPAW MT,39072.0,-150.9024,64.0828,Alaska Fire Service,Natural
KELLY CRK,37716.9,-117.0843,41.2332,Winnemucca District Office,Natural
WLD HORSE,36700.0,-109.3029,41.0494,Rock Springs Field Office,Natural
