name,acres,lon,lat,reporter,cause
FOOTHILLS,177544.0,-115.68833333,43.48,Boise National Forest,Natural
BLACKRIDGE,149250.0,-113.9009,43.0666,Twin  Falls District,Natural
FOUNTAIN,64000.0,-121.98,40.76166667,Shasta-Trinity National Forest,Arson/incendiarism
213225,48087.0,-141.1855,62.6497,Alaska Fire Service,Missing data/not specified/undetermined
SAGEHEN,39562.0,-112.1175,43.0666,Idaho Falls District,Natural
COFFEE POT,38200.0,-115.66666667,41.81666667,Humboldt-Toiyabe National Forest,Natural
232414,35090.0,-144.636,67.3997,Alaska Fire Service,Natural
NEW UNDERWOOD FIRE,33000.0,-103.030088,44.038399,South Dakota Wildland Fire Suppression,Missing data/not specified/undetermined
LONE PINE,30809.0,-121.67333333,42.595,Fremont-Winema National Forest,Misuse of fire by a minor
CREEL,29000.0,-108.41666667,33.31666667,Gila National Forest,Natural
BTT 3 48,25600.0,-152.386,66.1828,Alaska Fire Service,Natural
RO,25039.0,-114.4175,43.4499,Twin  Falls District,Natural
CLEVELAND,24580.0,-120.45,38.775,Eldorado National Forest,Missing data/not specified/undetermined
HAYSTACK,24400.0,-121.93444444,45.66527778,Columbia River Gorge National Scenic Area,Smoking
CROOKED CREEK,23654.0,-115.635,45.47833333,Nez Perce - Clearwater National Forests,Natural
INDIAN 2,20000.0,-115.8843,43.4499,Boise District,Natural
POTTER BTE,19225.0,-113.5675,43.2332,Twin  Falls District,Natural
GULCH,18000.0,-120.60666667,38.16833333,Stanislaus National Forest,Missing data/not specified/undetermined
RATTLESNAK,17627.8,-120.1178,46.4165,Spokane District,Debris and open burning
WINDY RIDGE,17500.0,-116.81,45.01333333,Payette National Forest,Natural
PORCUPINE CREEK,13925.0,-115.81666667,45.51333333,Nez Perce - Clearwater National Forests,Natural
DIXIE CRK,13202.0,-115.9842,40.6499,Elko District Office,Natural
DUNNIGAN #2,12860.0,-115.96666667,43.655,Boise National Forest,Arson/incendiarism
WELL FIELD,12677.0,-115.4342,42.2999,Boise District,Natural
MEADOWSDIV,12265.0,-112.7841,42.1999,Idaho Falls District,Natural
HAYMEADOW,12000.0,-105.8005,32.4001,Las Cruces Field Office,Equipment and vehicle use
SOUTHLINE,11210.0,-93.5,29.835,Sabine National Wildlife Refuge,Debris and open burning
ROBINSON SPRING,10706.0,-120.96833333,42.26,Fremont-Winema National Forest,Natural
EAST EVANS,10135.0,-123.1845,42.4998,Medford District,Equipment and vehicle use
CHICKEN SP,9980.0,-121.0345,45.0832,Prineville District,Natural
GREAT RIFT,9819.0,-113.5842,43.1332,Twin  Falls District,Natural
PRESLEY,9507.0,-116.78051,44.29857,Boise District,Natural
TRAPPER,9500.0,-114.17555556,42.12138889,Sawtooth National Forest,Natural
STARLAKE2,9000.0,-94.16666667,29.63333333,McFaddin National Wildlife Refuge,Missing data/not specified/undetermined
AUGUSTINE,8900.0,-103.552147,33.259216,New Mexico State Forestry Division,Missing data/not specified/undetermined
RAINBOW,8800.0,-119.095,37.55,Inyo National Forest,Natural
COUNTY LINE,8310.0,-115.325,44.40333333,Boise National Forest,Natural
FRONTIER,8000.0,-104.466385,34.993801,New Mexico State Forestry Division,Missing data/not specified/undetermined
MOCCASIN,8000.0,-120.3344,37.8166,Central California District,Recreation and ceremony
MID0RIDGE,7530.0,-118.7509,35.0833,Central California District,Equipment and vehicle use
POST OFFICE BAY,7400.0,-85.01,30.06,National Forests in Florida,Arson/incendiarism
BLANK,7379.0,-105.88333333,45.18333333,Custer Gallatin National Forest,Natural
CANYON,7180.0,-117.6,41.75,Humboldt-Toiyabe National Forest,Arson/incendiarism
ALVORD,7139.0,-118.5344,42.5832,Burns District,Debris and open burning
MOSBY BT,7080.0,-113.1842,43.0499,Idaho Falls District,Natural
COWHOLLOW2,7000.0,-112.8675,42.1333,Idaho Falls District,Natural
WHITMORE,6985.0,-119.2461,48.1282,Colville Agency,Natural
VILLA                    ,6700.0,-121.65888888,39.42888888,Butte Unit,Equipment and vehicle use
WARM SPRINGS,6500.0,-116.17833333,45.24666667,Payette National Forest,Natural
BURTONS                  ,6140.0,-121.72111111,39.705,Butte Unit,Equipment and vehicle use
SCOTT,6080.0,-115.98833333,45.44166667,Nez Perce - Clearwater National Forests,Natural
GOBBLER,6000.0,-108.58333333,33.18333333,Gila National Forest,Natural
WHITERIVER,5969.6,-102.7838,43.35,Pine Ridge Agency,Equipment and vehicle use
IDAHO LINE,5500.0,-114.2175,41.9832,Elko District Office,Natural
PILLAR BT,5415.0,-113.1842,42.9499,Idaho Falls District,Missing data/not specified/undetermined
FORKED RIVER MOUTAIN APR,5284.0,-74.3,39.84167,New Jersey Forest Fire Service,Missing data/not specified/undetermined
BARKER,5050.0,-123.09833333,40.60166667,Shasta-Trinity National Forest,Arson/incendiarism
BOOT MTN,4940.0,-119.3111,48.2149,Colville Agency,Natural
POWER PLANT,4832.0,-74.25417,39.82917,New Jersey Forest Fire Service,Arson/incendiarism
LA PALOMA                ,4800.0,-120.36694444,37.42611111,Merced-Mariposa Unit,Missing data/not specified/undetermined
NAPAU,4700.0,-155.1333,19.3833,Hawaii Volcanoes National Park,Missing data/not specified/undetermined
PIONEER,4600.0,-111.52287,40.84525,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
CEM NW 45,4570.0,-146.6358,65.7329,Alaska Fire Service,Natural
CEM NW 42,4530.0,-146.5025,65.7163,Alaska Fire Service,Natural
MESA,4200.0,-115.2008,33.95,California Desert District,Equipment and vehicle use
DESERET/SPRING CANYON,4160.0,-111.23793,41.28388,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
GROUSE CREEK,4130.0,-115.92666667,43.56666667,Boise National Forest,Natural
RDOORECMPX,4000.0,-112.9509,48.55,Blackfeet Agency,Smoking
CUB,4000.0,-108.56666667,33.36666667,Gila National Forest,Natural
365,4000.0,-119.4541,46.3875,Hanford Reach National Monument,Missing data/not specified/undetermined
HERMOSA FIRE,3734.0,-103.248325,43.847145,South Dakota Wildland Fire Suppression,Missing data/not specified/undetermined
CALIFORNIA CREEK,3600.0,-115.93333333,41.45,Humboldt-Toiyabe National Forest,Equipment and vehicle use
BUTCH MILLS N PROMONTORY,3520.0,-112.59901,41.68321,Utah Division Forestry Fire State Lands,Missing data/not specified/undetermined
PIYAWICONI,3500.0,-102.3338,43.3667,Pine Ridge Agency,Misuse of fire by a minor
CRAIN,3500.0,-93.75,29.85,Sabine National Wildlife Refuge,Missing data/not specified/undetermined
RUBY,3460.0,-120.24,38.125,Stanislaus National Forest,Smoking
GREAT LAKE,3400.0,-77.08333333,34.83333333,National Forests in North Carolina,Arson/incendiarism
232266,3390.0,-155.736,66.5161,Alaska Fire Service,Natural
HORSEFLY,3340.0,-114.3,45.36666667,Salmon-Challis National Forest,Natural
RATTLESNAK,3250.0,-119.2678,48.2449,Colville Agency,Natural
FORT SPRING,3206.0,-120.92833333,42.01333333,Fremont-Winema National Forest,Missing data/not specified/undetermined
