name,acres,lon,lat,reporter,cause
CIBLO CREEK FIRE,55375.0,-104.4110154,29.93898071,Texas A & M Forest Service,Missing data/not specified/undetermined
CARLA LAKE,53720.0,-146.069,63.9885,Alaska Fire Service,Natural
RODEO ROAD,39000.0,-81.19,29.26,Florida Forest Service,Natural
GARDINER CREEK,31360.0,-141.4056,63.17878,Tok Area,Natural
EDNA,28164.0,-116.86666667,33.90666667,San Bernardino National Forest,Missing data/not specified/undetermined
WARE FIRE,26900.0,-81.35,29.62,Florida Forest Service,Natural
HOLIDAY,24602.0,-84.51166667,30.165,National Forests in Florida,Arson/incendiarism
TILDEN #2,22989.3,-112.6508,43.411,Idaho Falls District,Natural
SKULLCK,22000.0,-118.83583333,42.4,Sheldon National Wildlife Refuge,Equipment and vehicle use
SLOW FORK,21800.0,-153.619,63.3328,Alaska Fire Service,Natural
BRADSHAW,20921.0,-105.185,46.4764,Miles City Field Office,Natural
TEKOI,20700.0,-112.8291,40.4686,Salt Lake Field Office,Equipment and vehicle use
OAK,20100.0,-82.50666667,30.34,National Forests in Florida,Arson/incendiarism
FRITCH2,20000.0,-101.66,35.6075,Lake Meredith National Recreation Area,Missing data/not specified/undetermined
CLEVELAND,18500.0,-120.4345,45.9665,Spokane District,Natural
TOKIO,18120.0,-118.3011,47.2665,Spokane District,Railroad operations and maintenance
FY1998-CHARLTON-049,16100.0,-82.1798,30.4011,Georgia Forestry Commission,Arson/incendiarism
BUCKEYE,16080.0,-103.391632,32.754971,New Mexico State Forestry Division,Missing data/not specified/undetermined
THE BUTTES,15000.0,-120.54,44.9137,Prineville District,Missing data/not specified/undetermined
TOPLIFF,13926.0,-112.2588,40.1816,Salt Lake Field Office,Natural
KEYSTONE,13708.0,-118.0899,40.8063,Winnemucca District Office,Natural
SHUNTZ ROAD,13600.0,-81.09,29.13,Florida Forest Service,Natural
SWIFT CREEK,12753.0,-82.29,30.12,Florida Forest Service,Equipment and vehicle use
PADUCAH FIRE,12651.0,-100.5076781,34.13048674,Texas A & M Forest Service,Missing data/not specified/undetermined
PIRU,12613.0,-120.0177,38.1666,Central California District,Equipment and vehicle use
EAGLE #2,12606.5,-112.6842,42.7132,Idaho Falls District,Natural
BIA7,11631.0,-119.6844,40.2166,Carson City District Office,Railroad operations and maintenance
RATTLESNAK,10880.0,-120.1678,46.4665,Spokane District,Natural
27 FIRE,10700.0,-80.4,26.23,Florida Forest Service,Natural
BLACK MTN,10570.0,-114.6992,41.2916,Elko District Office,Natural
ROAD 3,10560.0,-81.48,29.15,Florida Forest Service,Natural
SWAMO DEER RUN,10240.0,-81.08,28.93,Florida Forest Service,Natural
BUCKSKIN,9918.0,-112.3091,43.1149,Idaho Falls District,Equipment and vehicle use
REFUGE,9700.0,-121.69666667,41.88833333,Modoc National Forest,Equipment and vehicle use
CHALLENGE,8800.0,-113.37666667,48.26666667,Flathead National Forest,Natural
MCDONALD CREEK,8758.0,-113.90627,48.81099,Glacier National Park,Natural
POCATELLO,8594.5,-112.5441,42.0991,Idaho Falls District,Equipment and vehicle use
NORTH 25 MILE,8500.0,-120.39,47.96666667,Okanogan-Wenatchee National Forest,Natural
SADDLE MTN,8300.0,-119.6345,46.7999,Spokane District,Natural
RAINIER CREEK,7980.0,-114.805,45.40333333,Bitterroot National Forest,Natural
ROCK BLUFF,7926.0,-120.1281,46.1649,Yakama Agency,Natural
JOJO#3,7900.0,-120.2687,46.0701,Yakama Agency,Equipment and vehicle use
GEORGE,7629.2,-112.6136,38.7839,Richfield Field Office,Natural
BOULDER V,7521.0,-116.6176,40.8832,Elko District Office,Equipment and vehicle use
ROCK RABBIT,7198.0,-115.25388889,45.2625,Payette National Forest,Natural
BOYER,7038.0,-114.25,47.455,Lolo National Forest,Arson/incendiarism
BRECK,7000.0,-118.8265,35.273,Central California District,Arson/incendiarism
LNU MIDDLE,6600.0,-122.3094,38.9182,Northern California District,Arson/incendiarism
FAUST,6550.0,-112.2488,40.2199,Salt Lake Field Office,Missing data/not specified/undetermined
ELKMEADOW,6500.0,-119.71638889,46.52055556,Hanford Reach National Monument,Natural
SOUTH TUB,6416.0,-117.1602,44.1638,Vale District,Natural
BULLDOG,6375.0,-113.8441,37.0066,Cedar City Field Office,Equipment and vehicle use
PAHCOON,6363.0,-113.8516,37.2011,Cedar City Field Office,Debris and open burning
BURNT SHED,6355.89,-107.93109,46.45512,Southern Land Office,Natural
RL3,6000.0,-95.3003,48.1166,Red Lake Agency,Debris and open burning
JUNIPER,6000.0,-117.9342,33.7833,California Desert District,Natural
SPAULDING,5988.0,-117.801,40.5332,Winnemucca District Office,Natural
SHEEPEATER,5954.0,-114.31833333,45.37666667,Salmon-Challis National Forest,Natural
WEST FORK,5760.0,-142.4397,63.72474,Tok Area,Natural
SANDBURN,5680.0,-107.8359,47.4094,Miles City Field Office,Natural
OSO,5185.0,-106.30333333,36.02333333,Santa Fe National Forest,Arson/incendiarism
RAINBOW,5132.1,-115.1989,38.9113,Ely District Office,Natural
