name,acres,lon,lat,reporter,cause
RIM,255858.0,-120.08305556,37.86055556,Stanislaus National Forest,Missing data/not specified/undetermined
SILVER,234000.0,-107.80972222,32.88888889,Gila National Forest,Natural
LIME HILLS,201808.2,-155.68,61.45,Alaska Fire Service,Natural
MOORE CREEK,157747.3,-156.77,62.53,Alaska Fire Service,Natural
MUDD,135231.0,-115.71631,43.2657,Boise District,Natural
VILLAGE,129730.0,-115.49972222,43.33972222,Boise National Forest,Natural
BEAVER CREEK,111497.0,-114.5617,43.4608,Twin  Falls District,Natural
STUART CREEK 2,87154.4,-146.58,64.68,Alaska Fire Service,Arson/incendiarism
COLOCKUM TARPS,80053.0,-120.1225,47.2982,Washington State Department of Natural Resources Headquarters,Missing data/not specified/undetermined
MISSISSIPPI,67338.0,-145.9931,63.8931,Alaska Fire Service,Missing data/not specified/undetermined
BEAVER LOG LAKES,64416.1,-152.2025,63.93867,Alaska Fire Service,Natural
PROSPECT CREEK,64078.4,-150.9464,66.8089,Alaska Fire Service,Natural
SANDLESS LAKE,62318.4,-150.6322,63.9889,Alaska Fire Service,Natural
WEST FORK,58570.0,-106.94388889,37.4625,San Juan National Forest,Natural
SUNNY SIDE,53000.0,-121.2375,44.8167,Warm Springs Agency,Arson/incendiarism
PAPOOSE,49628.0,-107.16666667,37.68333333,Rio Grande National Forest,Natural
SULATNA RIVER,48187.6,-154.3161,64.2664,Alaska Fire Service,Natural
CHISANA RIVER,46637.5,-141.414,62.51033,Wrangell-St. Elias National Park and Preserve,Natural
OWYHEE,46444.6,-117.1711,43.6122,Vale District,Natural
GOLD PAN,41763.0,-114.78333333,45.65055556,Bitterroot National Forest,Natural
CRESCENT DUNES,36372.0,-117.9917,41.0889,Winnemucca District Office,Natural
MOVING RIVER,34175.6,-151.3675,63.9081,Alaska Fire Service,Natural
TOKLAT RIVER EAST,33279.0,-150.1433,63.6928,Alaska Fire Service,Natural
PATCH SPRINGS,31010.0,-112.6699,40.3413,Salt Lake Field Office,Natural
POWERHOUSE,30274.0,-118.45527778,34.59222222,Angeles National Forest,Power generation/transmission/distribution
DOESTOCK CREEK,29099.1,-158.959222,61.24975,Southwest Area,Natural
CARPENTER 1,27883.0,-115.70166667,36.20361111,Humboldt-Toiyabe National Forest,Natural
MOUNTAIN,27531.0,-116.72789,33.70703,California Desert District,Power generation/transmission/distribution
AMERICAN,27440.0,-120.64611111,39.11888889,Tahoe National Forest,Missing data/not specified/undetermined
BIG WINDY,26725.0,-123.7615,42.6137,Medford District,Natural
MM 28,26093.0,-120.65139,45.99609,Yakama Agency,Missing data/not specified/undetermined
LITTLE MUD,25973.8,-154.1692,64.6161,Alaska Fire Service,Natural
MOON LAKE,25500.0,-143.6997,63.428366,Tok Area,Natural
BIRCH CREEK,24923.5,-144.2944,65.3778,Alaska Fire Service,Natural
HARDLUCK,24515.0,-109.72583333,43.96888889,Shoshone National Forest,Natural
SPRINGS,24238.0,-118.969471,34.200976,Santa Monica Mountains National Recreation Area,Missing data/not specified/undetermined
BISON,24140.0,-119.5606,38.8778,Carson City District Office,Natural
CEDAR MOUNTAIN,23948.0,-117.6833,43.2561,Vale District,Natural
THOMPSON RIDGE,23938.0,-106.62,35.8925,Santa Fe National Forest,Power generation/transmission/distribution
LITTLE QUEENS,23406.0,-115.17944444,43.88666667,Sawtooth National Forest,Missing data/not specified/undetermined
MCCAN,23389.0,-114.8522,43.4203,Twin  Falls District,Natural
NORTH PORCUPINE,23355.5,-142.0931,67.1869,Alaska Fire Service,Natural
ASPEN,22992.0,-119.31805556,37.27861111,Sierra National Forest,Natural
RAY RIVER 2,22835.7,-150.8192,66.0828,Alaska Fire Service,Natural
LODGEPOLE,22825.0,-114.45,44.53333333,Salmon-Challis National Forest,Natural
BUTLER,22445.0,-123.37916667,41.3275,Six Rivers National Forest,Arson/incendiarism
TETLIN JCT RIDGE,20749.0,-142.445216,63.28595,Tok Area,Natural
RAFT,20395.0,-117.08444444,44.60416667,Payette National Forest,Natural
SIRUK CREEK,20362.7,-153.65,66.7408,Alaska Fire Service,Natural
HUCKABEE,20300.0,-81.281369,26.091403,Big Cypress National Preserve,Arson/incendiarism
SILVER,20292.0,-116.90633,33.85728,California Desert District,Missing data/not specified/undetermined
CREEK,18076.0,-109.83414,33.35958,San Carlos Agency,Natural
NORTH RABBIT,17524.0,-123.5851,42.8573,Roseburg District,Natural
KELLEY,17349.0,-115.11055556,43.56083333,Sawtooth National Forest,Natural
KRISTIN CREEK,16746.8,-154.18,61.03,Alaska Fire Service,Natural
UNKNOWN,16580.0,-104.763,38.9872,Berthoud Fire Protection District,Missing data/not specified/undetermined
WHISKY,16195.0,-122.78833333,42.86083333,Umpqua National Forest,Natural
RED COW,16184.2,-116.4353,41.4092,Elko District Office,Natural
GRASSY MOUNTAIN,15720.0,-117.31489,42.70792,Vale District,Natural
CHANDALAR,15528.3,-147.3331,67.0375,Alaska Fire Service,Natural
DADS,15362.0,-123.5151,42.7321,Medford District,Natural
JIM BROWN,14404.0,-114.0358,43.0461,Twin  Falls District,Natural
FOURMILE,14255.0,-109.7965,33.31631,San Carlos Agency,Natural
SPRING PEAK,14230.0,-118.85,38.26305556,Humboldt-Toiyabe National Forest,Natural
EAST PEAK,13572.0,-104.926517,37.432225,Royal Gorge Field Office,Natural
DISCOVERY CREEK,13473.8,-145.6775,65.9669,Alaska Fire Service,Natural
BILLY CREEK,13383.0,-143.726666,63.852666,Tok Area,Natural
THUNDER CITY,13263.0,-115.25805556,44.97888889,Payette National Forest,Natural
BEAR CREEK,13179.8,-159.5883,63.6967,Alaska Fire Service,Natural
CROWLEY CREEK,12935.0,-117.9664,43.3289,Vale District,Natural
CASTLE ROCKS,12934.4,-152.101669,63.467781,Alaska Fire Service,Natural
NIKUBUMA LAKE,12852.9,-155.5,60.15,Alaska Fire Service,Natural
CORRAL,12531.0,-123.48805556,41.03527778,Six Rivers National Forest,Natural
RED SHALE,12379.0,-113.00916667,47.80388889,Helena - Lewis and Clark National Forest,Natural
BOULDER,12365.0,-123.20444444,41.31027778,Klamath National Forest,Missing data/not specified/undetermined
GROUSE MOUNTAIN,12076.0,-119.023056,44.486944,John Day Unit,Natural
SHAKTOOLIK RIVER,11699.5,-160.2978,64.1211,Alaska Fire Service,Natural
DEER,11429.0,-121.87555556,40.03305556,Lassen National Forest,Power generation/transmission/distribution
NATION RIVER,11311.3,-141.5389,65.3978,Alaska Fire Service,Natural
JAROSO,11149.0,-105.7275,35.91138889,Santa Fe National Forest,Natural
EMIGRANT,10850.0,-110.73055556,45.25722222,Custer Gallatin National Forest,Natural
SOLDIER BASIN,10775.0,-110.755,31.42472222,Coronado National Forest,Recreation and ceremony
SHARON CREEK,10772.0,-117.1331,42.3961,Vale District,Natural
PAUTRE,10679.7,-102.54305556,45.88138889,Dakota Prairie National Grasslands,Debris and open burning
TRES LAGUNAS,10219.0,-105.68305556,35.71583333,Santa Fe National Forest,Power generation/transmission/distribution
DESMARAIS,10130.0,-120.257222,46.520556,Spokane District,Missing data/not specified/undetermined
STATE,9674.0,-112.3694,41.9753,Idaho Falls District,Natural
SOUTHEAST RED BRIDGE,9499.0,-114.3244,42.7536,Twin  Falls District,Natural
PAPOOSE,9493.0,-114.74166667,45.20055556,Salmon-Challis National Forest,Natural
LONG TOM,9322.0,-115.50116,43.31949,Boise District,Natural
HOLEY LAND 1  (50),9200.0,-80.7015,26.3665,Florida Forest Service,Natural
HELLS CANYON,9062.0,-117.17722222,44.50138889,Payette National Forest,Natural
YARNELL HILL,8877.0,-112.7915,34.2283,Arizona Department of Forestry and Fire Management - State Office,Natural
BIG TIMBER CREEK,8617.0,-141.69545,63.765883,Tok Area,Natural
COW CAMP,8500.0,-105.22319,42.11466,Wyoming State Forestry,Natural
DAMNATION,8246.0,-113.33305556,47.675,Flathead National Forest,Natural
CLOVER,8056.0,-122.4994,40.4919,Northern California District,Missing data/not specified/undetermined
LADUE FORK,7966.0,-141.52375,63.404883,Tok Area,Natural
LAVA,7500.0,-118.8114,43.283,Mesa Verde National Park,Natural
GERMANN ROAD FIRE,7499.4,-91.6648668,46.2802193,Wisconsin Department of Natural Resources,Equipment and vehicle use
BROWN BUTTE,7300.0,-114.2439,42.9917,Twin  Falls District,Missing data/not specified/undetermined
ALUM,7299.0,-110.5514,44.5856,Yellowstone National Park,Natural
CALIFORNIA POINT,7294.0,-114.98555556,46.32944444,Nez Perce - Clearwater National Forests,Natural
FIR GROVE,7143.0,-114.6997,43.215,Twin  Falls District,Natural
GREEN VALLEY FIRE,7100.0,-95.18577304,46.82980302,Minnesota Department of Natural Resources,Missing data/not specified/undetermined
CHARIOT,7056.0,-116.45733,32.966662,California Desert District,Missing data/not specified/undetermined
PANTHER,6965.0,-121.60194444,40.18805556,Lassen National Forest,Debris and open burning
MM111 HWY20,6828.0,-115.50985,43.265,Boise District,Natural
EUREKA,6768.0,-111.91388889,44.80777778,Beaverhead-Deerlodge National Forest,Natural
DOCE,6767.0,-112.59944444,34.59972222,Prescott National Forest,Missing data/not specified/undetermined
EIGHTMILE,6713.0,-115.0508,37.4656,Ely District Office,Natural
STOCKADE,6614.0,-117.9822,43.285,Vale District,Natural
CAN CREEK,6590.1,-155.2345,61.281333,Southwest Area,Natural
IMPACT COMPLEX,6500.0,-96.773889,39.140833,Fort Riley Kansas,Missing data/not specified/undetermined
LEONARD FIRE,6384.0,-93.50888889,29.85,Sabine National Wildlife Refuge,Natural
WEST MULLAN,6282.0,-114.9425,47.21444444,Lolo National Forest,Missing data/not specified/undetermined
EXCELSIOR,6137.0,-145.1851,62.698016,Valdez-Copper River Area,Natural
DEAD FISH LAKE,6106.7,-151.58717,64.09783,Alaska Fire Service,Natural
