name,acres,lon,lat,reporter,cause
HUMBOLDT,248310.0,-111.82277778,33.97833333,Tonto National Forest,Natural
NELSON MT,244599.7,-148.0833,66.7333,Alaska Fire Service,Natural
DUZAK,238058.0,-114.3831,37.2,Ely District Office,Natural
SALMON FK,236701.5,-142.2,66.4833,Alaska Fire Service,Natural
OLD DUMMY,231821.8,-152.0142,66.1642,Alaska Fire Service,Natural
HOLTNATKATNA CREEK,194015.2,-156.2203,64.9717,Alaska Fire Service,Natural
LIT MUD 2,193399.8,-153.5347,64.7894,Alaska Fire Service,Natural
CLOVER,192846.1,-115.5064,42.6289,Twin  Falls District,Natural
RABBIT MT,191444.4,-141.9833,67.5333,Alaska Fire Service,Natural
N BONANZA,190942.3,-150.5219,66.7236,Alaska Fire Service,Natural
CHAPMAN CK,172320.8,-150.2464,67.1003,Alaska Fire Service,Natural
DELAMAR,168293.0,-114.8417,37.1033,Ely District Office,Natural
BEAVER CR,166438.6,-147.4611,65.7183,Alaska Fire Service,Natural
KANDIK R,154431.6,-141.2422,65.8042,Alaska Fire Service,Natural
MEADOW VAL,149131.0,-114.7169,37.1208,Ely District Office,Natural
COLEEN MT,131913.3,-142.7331,67.2225,Alaska Fire Service,Natural
SADDLE,121149.0,-159.15,62.1167,Alaska Regional Office,Natural
FISH CREEK,117747.7,-148.8017,65.7919,Alaska Fire Service,Natural
PAPA WILLIE,117211.0,-159.1167,63.65,Alaska Fire Service,Natural
BOUNDARY CREEK,116371.0,-141.0222,64.6564,Alaska Fire Service,Natural
SHEENJEK,114596.5,-144.4403,66.8342,Alaska Fire Service,Natural
HIGH POWER,114443.5,-152.6225,63.4722,Alaska Fire Service,Natural
RAY RIVER,97306.9,-150.5747,65.9164,Alaska Fire Service,Natural
CHICK MTN,97134.8,-157.75,63.1,Alaska Fire Service,Natural
ESMERALDA,96986.8,-116.7489,41.24,Elko District Office,Natural
TALBIKSOK,82123.1,-160.9,61.6667,Alaska Fire Service,Natural
BULL,77000.0,-108.28972222,33.39472222,Gila National Forest,Natural
CHARLEY C1,73345.9,-141.5875,65.5883,Alaska Fire Service,Natural
WASKY,73264.5,-156.15,62.1833,Alaska Fire Service,Natural
EDGE,72000.0,-111.46666667,33.66666667,Tonto National Forest,Natural
WASHINGTON CR.,70909.5,-155.19999999,63.31667002,Southwest Area,Natural
PREACHER,69506.2,-145.4364,65.7325,Alaska Fire Service,Natural
WESTSID CX,65480.0,-113.9253,37.1475,Cedar City Field Office,Natural
WILDHORSE,63436.0,-115.4242,35.0608,Mojave National Preserve,Natural
BONEY CRK,62562.6,-151.9331,64.9925,Alaska Fire Service,Natural
GEORGE,60732.1,-157.6,62.0167,Alaska Fire Service,Natural
GOLDWATER,58536.0,-112.8657,32.6131,Phoenix District Office,Recreation and ceremony
TOZITNA RIVER,57723.9,-151.6128,65.5319,Alaska Fire Service,Natural
HALFWAY,56003.0,-114.3383,36.8458,Southern Nevada District Office,Natural
GISASA RIV,52606.4,-158.7833,64.85,Alaska Fire Service,Natural
SCHOOL,52000.0,-117.68055556,46.23444444,Umatilla National Forest,Power generation/transmission/distribution
YETNA,50079.1,-158.55,62.7167,Alaska Fire Service,Natural
RUPERT,47592.0,-113.6233,42.9256,Idaho Falls District,Natural
GRAYLING C,45930.4,-160.6375,62.75,Alaska Fire Service,Natural
COW,44707.0,-113.9308,36.5642,Arizona Strip Field Office,Natural
FORK,43245.0,-114.155,36.2681,Southern Nevada District Office,Natural
VALLEY ROAD,40483.0,-114.78611111,43.99277778,Sawtooth National Forest,Debris and open burning
GRANITE CREEK,36800.0,-116.66638889,45.36333333,Wallowa-Whitman National Forest,Natural
DISHNA,35912.602,-157.3883,62.75999999,Southwest Area,Natural
WILSON,35748.7,-116.3239,41.7553,Elko District Office,Natural
CHITANATAL,35649.6,-152.3683,64.5511,Alaska Fire Service,Natural
TWEEDY PT,35639.0,-113.7406,36.5681,Arizona Strip Field Office,Natural
