name,acres,lon,lat,reporter,cause
MARTIN,416821.2,-117.426523,41.52733,Winnemucca District Office,Missing data/not specified/undetermined
RANCH,410203.0,-123.10861111,39.23888889,Mendocino National Forest,Equipment and vehicle use
RHEA,286196.0,-99.213331,35.8486,Concho Field Office,Missing data/not specified/undetermined
SOUTH SUGARLOAF,233458.32,-116.32388889,41.81166667,Humboldt-Toiyabe National Forest,Natural
CARR,229651.0,-122.64305556,40.67,Shasta-Trinity National Forest,Equipment and vehicle use
CAMP,153336.0,-121.4347,39.8139,Northern California District,Power generation/transmission/distribution
GOOSE CREEK,132216.5,-114.0664,41.8072,Elko District Office,Natural
SPRING CREEK,107995.0,-105.29083333,37.49638889,Pike and San Isabel National Forest,Arson/incendiarism
POLE CREEK,102191.0,-111.66055556,39.80583333,Uinta-Wasatch-Cache National Forest,Natural
BOXCAR,100226.0,-121.0705,45.1597,Prineville District,Natural
GRASSY RIDGE,99502.0,-111.8664,44.0931,Idaho Falls District,Natural
FERGUSON,96953.0,-119.8808,37.6519,Yosemite National Park,Missing data/not specified/undetermined
WOOLSEY,96949.0,-118.6997,34.24,Santa Monica Mountains National Recreation Area,Missing data/not specified/undetermined
COUNTY,90288.0,-122.1997,38.81,Central California District,Other causes
KLONDIKE,87701.0,-123.86027778,42.36944444,Rogue River-Siskiyou National Forest,Natural
SUBSTATION,78425.0,-121.1025,45.5753,Prineville District,Missing data/not specified/undetermined
GRASS VALLEY,76817.1,-119.33989,47.84,Spokane District,Equipment and vehicle use
MALLARD,75530.0,-101.3062,34.81001667,Texas A & M Forest Service,Natural
ZITZIANA RIVER,71941.9,-150.7225,64.7725,Alaska Fire Service,Natural
BOYLSTON,71209.0,-120.28329,46.95188,Spokane District,Missing data/not specified/undetermined
DOLLAR RIDGE,68547.0,-110.819742,40.11,Uintah and Ouray Agency,Missing data/not specified/undetermined
SHARPS,64763.5,-114.14553,43.46669,Twin  Falls District,Firearms and explosives use
DELTA,63458.0,-122.42722222,40.9425,Shasta-Trinity National Forest,Missing data/not specified/undetermined
34 COMPLEX,62481.0,-99.34,36.57,Oklahoma Division of Forestry,Missing data/not specified/undetermined
BUZZARD,62404.0,-80.9,26.01,Big Cypress National Preserve,Natural
OK BAR,61620.0,-108.6858,31.5708,Las Cruces Field Office,Natural
ROOSEVELT,61522.0,-110.58694444,43.04138889,Bridger-Teton National Forest,Recreation and ceremony
BRUNEAU,60872.7,-115.5969,42.0481,Twin  Falls District,Natural
SHEEP CREEK,59741.5,-116.8422,40.7728,Elko District Office,Equipment and vehicle use
WATSON CREEK,59061.0,-120.8275,42.64972222,Fremont-Winema National Forest,Missing data/not specified/undetermined
MOOSEHEART,54930.9,-151.1411,64.8142,Alaska Fire Service,Natural
STUBBLEFIELD,54221.0,-120.3853,45.2947,Prineville District,Natural
416,54129.0,-107.80805556,37.46055556,San Juan National Forest,Missing data/not specified/undetermined
TAYLOR CREEK,52839.0,-123.58172,42.50915,Oregon Department of Forestry Salem Headquarters,Natural
CRESCENT MOUNTAIN,52711.0,-120.57916667,48.45138889,Okanogan-Wenatchee National Forest,Natural
PERRY,51386.0,-119.6158,39.86108,Western Nevada Agency,Arson/incendiarism
BADGER HOLE,50671.0,-102.2765,37.4007,Baca County Office,Missing data/not specified/undetermined
BUZZARD,50296.0,-108.53722222,33.72361111,Gila National Forest,Recreation and ceremony
RIVER,48920.0,-123.1397,39.06,Central California District,Missing data/not specified/undetermined
JENNIES PEAK,45973.0,-120.2242,44.7997,Prineville District,Natural
DULBY HOT SPRINGS,44363.6,-155.344,65.2859,Alaska Fire Service,Natural
206,44162.0,-103.337997,33.497878,Roswell Field Office,Missing data/not specified/undetermined
MM 117,42795.0,-104.63553,38.5588,Front Range District Office,Missing data/not specified/undetermined
TEREK FIRE,42266.8,-107.79088,44.10819,Worland Field Office,Natural
COUGAR CREEK,41404.0,-120.54916667,47.85138889,Okanogan-Wenatchee National Forest,Natural
HIRZ,40580.0,-122.22833333,40.89111111,Shasta-Trinity National Forest,Missing data/not specified/undetermined
STONE,39387.0,-121.05666667,41.37111111,Modoc National Forest,Natural
NATCHEZ,38134.0,-123.5514,41.9558,Rogue River-Siskiyou National Forest,Natural
KLAMATHON,38008.0,-122.54,41.88083333,Klamath National Forest,Debris and open burning
UTE PARK,36740.0,-105.121125,36.551389,Cimarron District,Missing data/not specified/undetermined
BULL DRAW,36520.0,-108.665,38.456939,"Southwest District, Montrose",Natural
DONNELL,36450.0,-119.92805556,38.35027778,Stanislaus National Forest,Natural
RABBIT FOOT,34900.0,-114.30666667,44.85638889,Salmon-Challis National Forest,Natural
MESA,34729.0,-116.44777778,44.67583333,Payette National Forest,Equipment and vehicle use
LONG HOLLOW,33451.0,-121.06,45.4283,Prineville District,Equipment and vehicle use
GOSHUTE CAVE,32215.0,-114.8458,40.0628,Ely District Office,Natural
BRITANIA MOUNTAIN FIRE,32089.0,-105.36638889,42.115,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Natural
COAL HOLLOW,31661.0,-111.4025,39.95083333,Manti-Lasal National Forest,Natural
WHITE MOUNTAIN CREEK,29714.4,-154.0339,63.6775,Alaska Fire Service,Natural
KEVINJIK,28652.6,-142.2067,66.8636,Alaska Fire Service,Natural
RYAN,28584.0,-106.74722222,40.97777778,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Recreation and ceremony
LITTLE MELOZITNA RIVER,28017.9,-153.6875,65.4711,Alaska Fire Service,Natural
TAIXTSALDA HILL,27193.6,-142.3597,62.8303,Alaska Fire Service,Missing data/not specified/undetermined
MILLIRON,26979.0,-100.2201833,34.82021667,Texas A & M Forest Service,Power generation/transmission/distribution
CAT,26605.0,-115.7608,42.1043,Boise District,Natural
RATTLESNAKE,26072.0,-109.5058,33.6558,Fort Apache Agency,Recreation and ceremony
MCLEOD,24429.0,-120.37222222,48.7075,Okanogan-Wenatchee National Forest,Natural
SEALE 1045 RN,23600.0,-120.474,45.20783,South Gilliam County Rural Fire Protection District,Missing data/not specified/undetermined
MCCLELLAN,23143.0,-100.8693333,35.22066667,Texas A & M Forest Service,Equipment and vehicle use
HOLY,23025.0,-117.51444444,33.67833333,Cleveland National Forest,Missing data/not specified/undetermined
L ROAD,22316.0,-119.748166,46.656359,Hanford Reach National Monument,Missing data/not specified/undetermined
DENIKTAW RIDGE,21417.5,-155.175,65.9464,Alaska Fire Service,Natural
BADGER CREEK,21357.0,-106.18888889,41.01833333,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Equipment and vehicle use
WINTER CAMP,20654.1,-115.5036,42.4181,Twin  Falls District,Natural
SAN LUIS,20586.0,-108.6778,31.3489,Las Cruces Field Office,Missing data/not specified/undetermined
380,20480.0,-103.481797,33.303292,Carlsbad Field Office,Missing data/not specified/undetermined
WEST 60,20307.0,-96.5011,36.7981,Osage Agency,Power generation/transmission/distribution
SILVER CREEK,20120.0,-106.655,40.22333333,"Medicine Bow-Routt National Forests, Thunder Basin National Grassland",Natural
SOUTH VALLEY RD,20026.0,-121.24528,45.41917,Oregon Department of Forestry Salem Headquarters,Missing data/not specified/undetermined
CHINA JIM,20000.0,-114.0698,41.527,Elko District Office,Natural
DIVIDE,19946.0,-107.8361,40.7825,"Northwest District, Craig",Missing data/not specified/undetermined
PLATEAU,19634.0,-108.47416667,37.65777778,San Juan National Forest,Natural
SCENIC LOOP COMPLEX,19444.0,-104.1395333,30.66755,Texas A & M Forest Service,Natural
MCDANNALD,19043.0,-104.2498,30.54568333,Texas A & M Forest Service,Natural
WHALEBACK,18705.0,-120.88277778,40.625,Lassen National Forest,Natural
BALD MOUNTAIN,18620.0,-111.74305556,39.87222222,Uinta-Wasatch-Cache National Forest,Natural
TRAIL MOUNTAIN,18080.0,-111.21638889,39.35805556,Manti-Lasal National Forest,Debris and open burning
HIGHWAY 190 FIRE,18000.0,-155.7,19.883333,State of Hawaii,Missing data/not specified/undetermined
SWIFT FORK,17798.9,-152.49517,63.28683,Denali National Park and Preserve,Natural
SUGAR PINE,17697.0,-122.70416667,42.84444444,Rogue River-Siskiyou National Forest,Natural
STATELINE,17650.0,-103.02027778,37.03027778,Pike and San Isabel National Forest,Equipment and vehicle use
KEITHLY,17600.0,-116.84972222,44.51694444,Payette National Forest,Natural
GREENWAY FIRE,17000.0,-81.56067,25.9999,Florida Panther National Wildlife Refuge,Natural
TINDER,16738.0,-111.15972222,34.55694444,Coconino National Forest,Recreation and ceremony
MILES,16679.5,-122.8067,42.82594,Umpqua National Forest,Natural
DOG CREEK,16324.3,-114.7739,43.0428,Twin  Falls District,Natural
COUNTY LINE,15682.0,-102.301128,35.612972,Texas A & M Forest Service,Equipment and vehicle use
JACK KNIFE,15589.0,-120.6128,45.2717,Prineville District,Natural
PAWNEE,15186.0,-122.61638889,39.09972222,Mendocino National Forest,Missing data/not specified/undetermined
GORING,15046.281,-112.3925018,41.85353088,Bear River Area,Natural
FM 294,14824.0,-101.1847,35.0672,Texas A & M Forest Service,Debris and open burning
KIWAH,14603.0,-115.28638889,44.82277778,Salmon-Challis National Forest,Natural
TUSIKPAK LAKE,14547.5,-166.0428,68.3339,Alaska Fire Service,Natural
HOWE RIDGE,14522.0,-113.9164,48.6428,Glacier National Park,Natural
CEDAR MOUNTAIN ONE,13942.0,-112.9692,40.5072,Salt Lake Field Office,Natural
NORTH EDEN,13763.0,-111.1228,41.9433,Kemmerer Field Office,Power generation/transmission/distribution
