name,acres,lon,lat,reporter,cause
MURPHY COMPLEX,367785.0,-115.1089,42.0369,Twin  Falls District,Natural
MILFORD FLAT,357185.0,-112.9731,38.5756,Cedar City Field Office,Natural
ANAKTUVUK RIVER,256734.1,-150.8367,69.0472,Alaska Fire Service,Natural
ZACA,240207.0,-120.09,34.77916667,Los Padres National Forest,Equipment and vehicle use
WITCH,197990.0,-116.71111111,33.07444444,Cleveland National Forest,Power generation/transmission/distribution
BIG TURNAROUND,191474.0,-82.2725,30.80277778,Okefenokee National Wildlife Refuge,Missing data/not specified/undetermined
MONUMENTAL,174231.0,-115.69722222,44.495,Boise National Forest,Natural
WEST FORK,154973.0,-114.1667,41.7822,Elko District Office,Natural
ROWLAND,147335.0,-115.6217,41.9492,Twin  Falls District,Natural
FLORIDA BUGABOO,123014.0,-82.36666667,30.5,National Forests in Florida,Natural
LOON LAKE,120077.0,-115.85583333,45.13777778,Payette National Forest,Natural
RATTLESNAKE,102000.0,-115.63666667,45.42916667,Nez Perce - Clearwater National Forests,Natural
CHIPPY CREEK,99090.0,-114.997222,47.808333,Northwestern Land Office,Missing data/not specified/undetermined
ZENA CREEK,95193.0,-115.72944444,45.06972222,Payette National Forest,Natural
HARRIS,90440.0,-116.577142,32.608768,San Diego National Wildlife Refuge,Recreation and ceremony
RAINES,80628.66,-115.54138889,45.31444444,Payette National Forest,Natural
BATTLE CREEK,79149.0,-116.68611111,45.30916667,Wallowa-Whitman National Forest,Natural
ELK MOUNTAIN,78429.0,-115.1089,42.0369,Twin  Falls District,Natural
HAM LAKE,75484.0,-90.81138889,48.06888889,Superior National Forest,Recreation and ceremony
WAUTOMA,72641.0,-119.88055556,46.53361111,Hanford Reach National Monument,Missing data/not specified/undetermined
BLACK PINE 2,72361.0,-113.2175,42.20194444,Sawtooth National Forest,Natural
GA-12 (SWEAT FARM RD.),68361.0,-82.45777778,31.165,Okefenokee National Wildlife Refuge,Natural
MOONLIGHT,64994.45,-120.86416667,40.21333333,Plumas National Forest,Equipment and vehicle use
BICY COMPLEX,63599.0,-80.9694,26.2119,Big Cypress National Preserve,Natural
RED BLUFF,62591.0,-114.87138889,44.74138889,Salmon-Challis National Forest,Natural
TUNGSTEN,61951.0,-118.1699,40.7182,Winnemucca District Office,Natural
WEST BASIN,60490.1,-114.5597,41.9533,Elko District Office,Natural
FOOL CREEK,60038.0,-112.98805556,47.92333333,Helena - Lewis and Clark National Forest,Natural
SHOWERBATH,60009.0,-114.62222222,44.62083333,Salmon-Challis National Forest,Natural
POE CABIN,58520.0,-116.47777778,45.69416667,Wallowa-Whitman National Forest,Natural
SCOTT CREEK,58451.1,-114.9028,41.8392,Elko District Office,Natural
CARIBOU HILLS,56254.0,-151.28,60.0,Alaska Fire Service,Missing data/not specified/undetermined
EGLEY,55420.0,-119.43027778,43.6675,Malheur National Forest,Natural
RIORDON,54079.0,-115.45083333,44.82611111,Boise National Forest,Natural
RED HILL,53448.0,-119.44972222,45.01527778,Umatilla National Forest,Natural
BEAR CANYON FIRE,52891.0,-119.46472222,43.86666667,Malheur National Forest,Natural
AHORN,52505.0,-113.04666667,47.53,Helena - Lewis and Clark National Forest,Natural
CHIMNEY COMPLEX,51000.0,-116.89777778,45.9875,Wallowa-Whitman National Forest,Natural
POOMACHA,49390.0,-116.86805556,33.2775,Cleveland National Forest,Other causes
NORTH FORK,48143.0,-115.84,44.69305556,Boise National Forest,Natural
CASTLE ROCK,48000.0,-114.56111111,43.6375,Sawtooth National Forest,Natural
IRISH SPRING,47860.1,-118.196433,44.085182,Vale District,Other causes
LICK,47760.0,-121.5011,37.2083,Central California District,Recreation and ceremony
TAG WFU,47187.0,-114.875,45.405,Payette National Forest,Natural
MERIWETHER,46298.0,-111.88222222,46.86972222,Helena - Lewis and Clark National Forest,Natural
RED BRIDGE,45862.0,-114.3664,42.7803,Twin  Falls District,Power generation/transmission/distribution
RANCH,45300.0,-118.69833333,34.57305556,Los Padres National Forest,Power generation/transmission/distribution
SKYLAND,44176.0,-113.39527778,48.27138889,Flathead National Forest,Natural
NEOLA NORTH,43830.0,-110.3419,40.4969,Uintah and Ouray Agency,Missing data/not specified/undetermined
COFFEE CAN LAKE,43705.0,-156.9803,65.3581,Alaska Fire Service,Natural
(GL) MOONSHINE BAY (297),43561.5,-81.11444,26.91694,Florida Forest Service,Arson/incendiarism
BRIDGE,42694.0,-114.57111111,46.3675,Nez Perce - Clearwater National Forests,Natural
RAVEN,40012.0,-117.2711,39.89153,Battle Mountain District Office,Natural
THE FRANCIS TAYLOR FIRE,39000.0,-80.71500002,26.18693999,Florida Forest Service,Equipment and vehicle use
BUCKWEED,38356.0,-118.33472222,34.52444444,Angeles National Forest,Misuse of fire by a minor
CRUTCHER CROSSING,38124.0,-116.87445,42.26279,Boise District,Natural
HEPWORTH,38068.1,-115.075,41.2764,Elko District Office,Natural
